s (1,1) 417
(100,88) (100,89) 203
(101,88) (101,89) 407
(102,88) (102,89) 525
(103,88) (103,89) 604
(104,88) (104,89) 260
(105,88) (105,89) 260
(106,88) (106,89) 407
(107,88) (107,89) 292
(108,88) (108,89) 588
(109,88) (109,89) 400
(110,88) (110,89) 748
(111,88) (111,89) 954
(112,88) (112,89) 319
(113,88) (113,89) 143
(114,88) (114,89) 670
(115,88) (115,89) 142
(116,88) (116,89) 708
(117,88) (117,89) 355
(118,88) (118,89) 857
(119,88) (119,89) 774
(120,88) (120,89) 440
(121,88) (121,89) 926
(122,88) (122,89) 253
(123,88) (123,89) 3
(124,88) (124,89) 537
(125,88) (125,89) 121
(126,88) (126,89) 157
(127,88) (127,89) 627
(128,88) (128,89) 341
(129,88) (129,89) 710
(130,88) (130,89) 948
(131,88) (131,89) 713
(132,88) (132,89) 256
(133,88) (133,89) 119
(134,88) (134,89) 479
(135,88) (135,89) 557
(136,88) (136,89) 947
(137,88) (137,89) 282
(138,88) (138,89) 245
(139,88) (139,89) 561
(140,88) (140,89) 618
(141,88) (141,89) 498
(142,88) (142,89) 460
(143,88) (143,89) 193
(144,88) (144,89) 446
(145,88) (145,89) 618
(146,88) (146,89) 397
(147,88) (147,89) 301
(148,88) (148,89) 625
(149,88) (149,89) 408
(150,88) (150,89) 271
(151,88) (151,89) 455
(152,88) (152,89) 81
(153,88) (153,89) 283
(154,88) (154,89) 697
(155,88) (155,89) 716
(156,88) (156,89) 259
(157,88) (157,89) 155
(158,88) (158,89) 761
(159,88) (159,89) 105
(160,88) (160,89) 65
(161,88) (161,89) 428
(162,88) (162,89) 154
(163,88) (163,89) 60
(164,88) (164,89) 302
(165,88) (165,89) 678
(166,88) (166,89) 186
(167,88) (167,89) 451
(168,88) (168,89) 909
(169,88) (169,89) 340
(170,88) (170,89) 577
(171,88) (171,89) 516
(172,88) (172,89) 434
(173,88) (173,89) 615
(174,88) (174,89) 85
(175,88) (175,89) 635
(176,88) (176,89) 288
(177,88) (177,89) 999
(178,88) (178,89) 803
(179,88) (179,89) 945
(180,88) (180,89) 450
(181,88) (181,89) 653
(182,88) (182,89) 368
(183,88) (183,89) 423
(184,88) (184,89) 549
(185,88) (185,89) 368
(186,88) (186,89) 269
(187,88) (187,89) 383
(188,88) (188,89) 506
(189,88) (189,89) 138
(190,88) (190,89) 689
(191,88) (191,89) 531
(192,88) (192,89) 578
(193,88) (193,89) 502
(194,88) (194,89) 160
(195,88) (195,89) 293
(196,88) (196,89) 337
(197,88) (197,89) 160
(198,88) (198,89) 289
(199,88) (199,89) 706
(200,88) (200,89) 245
(201,88) (201,89) 929
(202,88) (202,89) 246
(203,88) (203,89) 820
(204,88) (204,89) 160
(205,88) (205,89) 341
(206,88) (206,89) 12
(207,88) (207,89) 338
(208,88) (208,89) 553
(209,88) (209,89) 67
(210,88) (210,89) 418
(211,88) (211,89) 78
(212,88) (212,89) 722
(213,88) (213,89) 672
(214,88) (214,89) 519
(215,88) (215,89) 275
(216,88) (216,89) 762
(217,88) (217,89) 472
(218,88) (218,89) 380
(219,88) (219,89) 480
(220,88) (220,89) 642
(221,88) (221,89) 803
(222,88) (222,89) 640
(223,88) (223,89) 646
(224,88) (224,89) 700
(225,88) (225,89) 8
(226,88) (226,89) 522
(227,88) (227,89) 354
(228,88) (228,89) 991
(229,88) (229,89) 273
(230,88) (230,89) 217
(231,88) (231,89) 647
(232,88) (232,89) 991
(233,88) (233,89) 98
(234,88) (234,89) 296
(235,88) (235,89) 243
(236,88) (236,89) 410
(237,88) (237,89) 447
(238,88) (238,89) 485
(239,88) (239,89) 188
(240,88) (240,89) 485
(241,88) (241,89) 425
(242,88) (242,89) 984
(243,88) (243,89) 271
(244,88) (244,89) 37
(245,88) (245,89) 692
(246,88) (246,89) 745
(247,88) (247,89) 221
(248,88) (248,89) 170
(249,88) (249,89) 768
(250,88) (250,89) 930
(1,89) (1,90) 867
(2,89) (2,90) 342
(3,89) (3,90) 410
(4,89) (4,90) 724
(5,89) (5,90) 12
(6,89) (6,90) 83
(7,89) (7,90) 167
(8,89) (8,90) 853
(9,89) (9,90) 957
(10,89) (10,90) 217
(11,89) (11,90) 428
(12,89) (12,90) 190
(13,89) (13,90) 484
(14,89) (14,90) 543
(15,89) (15,90) 693
(16,89) (16,90) 371
(17,89) (17,90) 782
(18,89) (18,90) 89
(19,89) (19,90) 816
(20,89) (20,90) 100
(21,89) (21,90) 212
(22,89) (22,90) 872
(23,89) (23,90) 757
(24,89) (24,90) 425
(25,89) (25,90) 49
(26,89) (26,90) 752
(27,89) (27,90) 677
(28,89) (28,90) 138
(29,89) (29,90) 587
(30,89) (30,90) 651
(31,89) (31,90) 363
(32,89) (32,90) 140
(33,89) (33,90) 203
(34,89) (34,90) 738
(35,89) (35,90) 611
(36,89) (36,90) 279
(37,89) (37,90) 91
(38,89) (38,90) 827
(39,89) (39,90) 766
(40,89) (40,90) 788
(41,89) (41,90) 323
(42,89) (42,90) 766
(43,89) (43,90) 887
(44,89) (44,90) 828
(45,89) (45,90) 775
(46,89) (46,90) 409
(47,89) (47,90) 101
(48,89) (48,90) 324
(49,89) (49,90) 473
(50,89) (50,90) 268
(51,89) (51,90) 878
(52,89) (52,90) 821
(53,89) (53,90) 558
(54,89) (54,90) 7
(55,89) (55,90) 940
(56,89) (56,90) 727
(57,89) (57,90) 552
(58,89) (58,90) 903
(59,89) (59,90) 622
(60,89) (60,90) 517
(61,89) (61,90) 520
(62,89) (62,90) 463
(63,89) (63,90) 918
(64,89) (64,90) 628
(65,89) (65,90) 389
(66,89) (66,90) 51
(67,89) (67,90) 858
(68,89) (68,90) 78
(69,89) (69,90) 973
(70,89) (70,90) 16
(71,89) (71,90) 945
(72,89) (72,90) 531
(73,89) (73,90) 55
(74,89) (74,90) 711
(75,89) (75,90) 540
(76,89) (76,90) 295
(77,89) (77,90) 723
(78,89) (78,90) 113
(79,89) (79,90) 479
(80,89) (80,90) 446
(81,89) (81,90) 567
(82,89) (82,90) 213
(83,89) (83,90) 323
(84,89) (84,90) 227
(85,89) (85,90) 46
(86,89) (86,90) 84
(87,89) (87,90) 833
(88,89) (88,90) 608
(89,89) (89,90) 303
(90,89) (90,90) 813
(91,89) (91,90) 461
(92,89) (92,90) 464
(93,89) (93,90) 264
(94,89) (94,90) 852
(95,89) (95,90) 628
(96,89) (96,90) 720
(97,89) (97,90) 516
(98,89) (98,90) 309
(99,89) (99,90) 883
(100,89) (100,90) 781
(101,89) (101,90) 976
(102,89) (102,90) 310
(103,89) (103,90) 869
(104,89) (104,90) 967
(105,89) (105,90) 966
(106,89) (106,90) 131
(107,89) (107,90) 105
(108,89) (108,90) 450
(109,89) (109,90) 124
(110,89) (110,90) 667
(111,89) (111,90) 662
(112,89) (112,90) 837
(113,89) (113,90) 245
(114,89) (114,90) 784
(115,89) (115,90) 220
(116,89) (116,90) 875
(117,89) (117,90) 657
(118,89) (118,90) 740
(119,89) (119,90) 57
(120,89) (120,90) 711
(121,89) (121,90) 499
(122,89) (122,90) 990
(123,89) (123,90) 356
(124,89) (124,90) 45
(125,89) (125,90) 367
(126,89) (126,90) 364
(127,89) (127,90) 529
(128,89) (128,90) 52
(129,89) (129,90) 382
(130,89) (130,90) 219
(131,89) (131,90) 961
(132,89) (132,90) 655
(133,89) (133,90) 839
(134,89) (134,90) 233
(135,89) (135,90) 942
(136,89) (136,90) 826
(137,89) (137,90) 516
(138,89) (138,90) 716
(139,89) (139,90) 264
(140,89) (140,90) 426
(141,89) (141,90) 102
(142,89) (142,90) 11
(143,89) (143,90) 959
(144,89) (144,90) 765
(145,89) (145,90) 966
(146,89) (146,90) 522
(147,89) (147,90) 877
(148,89) (148,90) 241
(149,89) (149,90) 610
(150,89) (150,90) 307
(151,89) (151,90) 799
(152,89) (152,90) 777
(153,89) (153,90) 991
(154,89) (154,90) 103
(155,89) (155,90) 608
(156,89) (156,90) 49
(157,89) (157,90) 97
(158,89) (158,90) 349
(159,89) (159,90) 170
(160,89) (160,90) 938
(161,89) (161,90) 436
(162,89) (162,90) 1
(163,89) (163,90) 714
(164,89) (164,90) 665
(165,89) (165,90) 190
(166,89) (166,90) 38
(167,89) (167,90) 486
(168,89) (168,90) 186
(169,89) (169,90) 28
(170,89) (170,90) 766
(171,89) (171,90) 94
(172,89) (172,90) 915
(173,89) (173,90) 374
(174,89) (174,90) 613
(175,89) (175,90) 461
(176,89) (176,90) 387
(177,89) (177,90) 543
(178,89) (178,90) 918
(179,89) (179,90) 338
(180,89) (180,90) 537
(181,89) (181,90) 548
(182,89) (182,90) 93
(183,89) (183,90) 71
(184,89) (184,90) 936
(185,89) (185,90) 905
(186,89) (186,90) 372
(187,89) (187,90) 245
(188,89) (188,90) 488
(189,89) (189,90) 74
(190,89) (190,90) 633
(191,89) (191,90) 138
(192,89) (192,90) 752
(193,89) (193,90) 429
(194,89) (194,90) 837
(195,89) (195,90) 689
(196,89) (196,90) 655
(197,89) (197,90) 210
(198,89) (198,90) 911
(199,89) (199,90) 212
(200,89) (200,90) 315
(201,89) (201,90) 931
(202,89) (202,90) 774
(203,89) (203,90) 495
(204,89) (204,90) 641
(205,89) (205,90) 118
(206,89) (206,90) 685
(207,89) (207,90) 996
(208,89) (208,90) 402
(209,89) (209,90) 500
(210,89) (210,90) 33
(211,89) (211,90) 503
(212,89) (212,90) 110
(213,89) (213,90) 317
(214,89) (214,90) 567
(215,89) (215,90) 886
(216,89) (216,90) 906
(217,89) (217,90) 650
(218,89) (218,90) 224
(219,89) (219,90) 687
(220,89) (220,90) 85
(221,89) (221,90) 239
(222,89) (222,90) 214
(223,89) (223,90) 718
(224,89) (224,90) 1
(225,89) (225,90) 947
(226,89) (226,90) 992
(227,89) (227,90) 17
(228,89) (228,90) 773
(229,89) (229,90) 317
(230,89) (230,90) 649
(231,89) (231,90) 321
(232,89) (232,90) 495
(233,89) (233,90) 69
(234,89) (234,90) 791
(235,89) (235,90) 623
(236,89) (236,90) 79
(237,89) (237,90) 28
(238,89) (238,90) 968
(239,89) (239,90) 249
(240,89) (240,90) 310
(241,89) (241,90) 505
(242,89) (242,90) 55
(243,89) (243,90) 544
(244,89) (244,90) 253
(245,89) (245,90) 432
(246,89) (246,90) 27
(247,89) (247,90) 471
(248,89) (248,90) 379
(249,89) (249,90) 353
(250,89) (250,90) 352
(1,90) (1,91) 42
(2,90) (2,91) 742
(3,90) (3,91) 571
(4,90) (4,91) 999
(5,90) (5,91) 809
(6,90) (6,91) 994
(7,90) (7,91) 243
(8,90) (8,91) 32
(9,90) (9,91) 615
(10,90) (10,91) 879
(11,90) (11,91) 597
(12,90) (12,91) 489
(13,90) (13,91) 691
(14,90) (14,91) 724
(15,90) (15,91) 797
(16,90) (16,91) 390
(17,90) (17,91) 258
(18,90) (18,91) 66
(19,90) (19,91) 203
(20,90) (20,91) 312
(21,90) (21,91) 167
(22,90) (22,91) 124
(23,90) (23,91) 385
(24,90) (24,91) 259
(25,90) (25,91) 521
(26,90) (26,91) 354
(27,90) (27,91) 258
(28,90) (28,91) 590
(29,90) (29,91) 335
(30,90) (30,91) 773
(31,90) (31,91) 544
(32,90) (32,91) 863
(33,90) (33,91) 658
(34,90) (34,91) 445
(35,90) (35,91) 778
(36,90) (36,91) 799
(37,90) (37,91) 807
(38,90) (38,91) 222
(39,90) (39,91) 664
(40,90) (40,91) 761
(41,90) (41,91) 159
(42,90) (42,91) 136
(43,90) (43,91) 357
(44,90) (44,91) 233
(45,90) (45,91) 117
(46,90) (46,91) 341
(47,90) (47,91) 336
(48,90) (48,91) 999
(49,90) (49,91) 468
(50,90) (50,91) 414
(51,90) (51,91) 983
(52,90) (52,91) 2
(53,90) (53,91) 947
(54,90) (54,91) 103
(55,90) (55,91) 792
(56,90) (56,91) 745
(57,90) (57,91) 998
(58,90) (58,91) 105
(59,90) (59,91) 5
(60,90) (60,91) 253
(61,90) (61,91) 145
(62,90) (62,91) 782
(63,90) (63,91) 324
(64,90) (64,91) 130
(65,90) (65,91) 291
(66,90) (66,91) 287
(67,90) (67,91) 976
(68,90) (68,91) 268
(69,90) (69,91) 861
(70,90) (70,91) 145
(71,90) (71,91) 311
(72,90) (72,91) 487
(73,90) (73,91) 494
(74,90) (74,91) 54
(75,90) (75,91) 369
(76,90) (76,91) 62
(77,90) (77,91) 332
(78,90) (78,91) 575
(79,90) (79,91) 74
(80,90) (80,91) 181
(81,90) (81,91) 97
(82,90) (82,91) 599
(83,90) (83,91) 220
(84,90) (84,91) 522
(85,90) (85,91) 896
(86,90) (86,91) 875
(87,90) (87,91) 708
(88,90) (88,91) 926
(89,90) (89,91) 930
(90,90) (90,91) 462
(91,90) (91,91) 366
(92,90) (92,91) 802
(93,90) (93,91) 49
(94,90) (94,91) 329
(95,90) (95,91) 512
(96,90) (96,91) 84
(97,90) (97,91) 193
(98,90) (98,91) 39
(99,90) (99,91) 817
(100,90) (100,91) 305
(101,90) (101,91) 86
(102,90) (102,91) 455
(103,90) (103,91) 4
(104,90) (104,91) 372
(105,90) (105,91) 518
(106,90) (106,91) 299
(107,90) (107,91) 245
(108,90) (108,91) 877
(109,90) (109,91) 963
(110,90) (110,91) 501
(111,90) (111,91) 310
(112,90) (112,91) 701
(113,90) (113,91) 957
(114,90) (114,91) 920
(115,90) (115,91) 838
(116,90) (116,91) 541
(117,90) (117,91) 170
(118,90) (118,91) 708
(119,90) (119,91) 575
(120,90) (120,91) 366
(121,90) (121,91) 131
(122,90) (122,91) 140
(123,90) (123,91) 858
(124,90) (124,91) 35
(125,90) (125,91) 204
(126,90) (126,91) 730
(127,90) (127,91) 138
(128,90) (128,91) 970
(129,90) (129,91) 335
(130,90) (130,91) 539
(131,90) (131,91) 777
(132,90) (132,91) 298
(133,90) (133,91) 103
(134,90) (134,91) 516
(135,90) (135,91) 235
(136,90) (136,91) 167
(137,90) (137,91) 676
(138,90) (138,91) 19
(139,90) (139,91) 549
(140,90) (140,91) 856
(141,90) (141,91) 983
(142,90) (142,91) 563
(143,90) (143,91) 9
(144,90) (144,91) 770
(145,90) (145,91) 547
(146,90) (146,91) 271
(147,90) (147,91) 1
(148,90) (148,91) 917
(149,90) (149,91) 854
(150,90) (150,91) 223
(151,90) (151,91) 870
(152,90) (152,91) 684
(153,90) (153,91) 947
(154,90) (154,91) 32
(155,90) (155,91) 332
(156,90) (156,91) 706
(157,90) (157,91) 646
(158,90) (158,91) 398
(159,90) (159,91) 323
(160,90) (160,91) 488
(161,90) (161,91) 203
(162,90) (162,91) 925
(163,90) (163,91) 5
(164,90) (164,91) 371
(165,90) (165,91) 883
(166,90) (166,91) 453
(167,90) (167,91) 263
(168,90) (168,91) 314
(169,90) (169,91) 291
(170,90) (170,91) 420
(171,90) (171,91) 990
(172,90) (172,91) 541
(173,90) (173,91) 619
(174,90) (174,91) 677
(175,90) (175,91) 751
(176,90) (176,91) 784
(177,90) (177,91) 16
(178,90) (178,91) 190
(179,90) (179,91) 586
(180,90) (180,91) 463
(181,90) (181,91) 207
(182,90) (182,91) 719
(183,90) (183,91) 540
(184,90) (184,91) 92
(185,90) (185,91) 167
(186,90) (186,91) 158
(187,90) (187,91) 72
(188,90) (188,91) 381
(189,90) (189,91) 889
(190,90) (190,91) 264
(191,90) (191,91) 290
(192,90) (192,91) 336
(193,90) (193,91) 367
(194,90) (194,91) 282
(195,90) (195,91) 696
(196,90) (196,91) 40
(197,90) (197,91) 326
(198,90) (198,91) 709
(199,90) (199,91) 604
(200,90) (200,91) 33
(201,90) (201,91) 673
(202,90) (202,91) 824
(203,90) (203,91) 642
(204,90) (204,91) 790
(205,90) (205,91) 699
(206,90) (206,91) 672
(207,90) (207,91) 523
(208,90) (208,91) 597
(209,90) (209,91) 465
(210,90) (210,91) 122
(211,90) (211,91) 780
(212,90) (212,91) 672
(213,90) (213,91) 386
(214,90) (214,91) 16
(215,90) (215,91) 342
(216,90) (216,91) 884
(217,90) (217,91) 379
(218,90) (218,91) 426
(219,90) (219,91) 594
(220,90) (220,91) 238
(221,90) (221,91) 579
(222,90) (222,91) 340
(223,90) (223,91) 865
(224,90) (224,91) 913
(225,90) (225,91) 984
(226,90) (226,91) 542
(227,90) (227,91) 549
(228,90) (228,91) 356
(229,90) (229,91) 685
(230,90) (230,91) 313
(231,90) (231,91) 664
(232,90) (232,91) 305
(233,90) (233,91) 473
(234,90) (234,91) 68
(235,90) (235,91) 15
(236,90) (236,91) 137
(237,90) (237,91) 404
(238,90) (238,91) 422
(239,90) (239,91) 122
(240,90) (240,91) 978
(241,90) (241,91) 728
(242,90) (242,91) 143
(243,90) (243,91) 395
(244,90) (244,91) 122
(245,90) (245,91) 666
(246,90) (246,91) 839
(247,90) (247,91) 584
(248,90) (248,91) 85
(249,90) (249,91) 724
(250,90) (250,91) 984
(1,91) (1,92) 143
(2,91) (2,92) 851
(3,91) (3,92) 104
(4,91) (4,92) 591
(5,91) (5,92) 813
(6,91) (6,92) 293
(7,91) (7,92) 667
(8,91) (8,92) 492
(9,91) (9,92) 866
(10,91) (10,92) 573
(11,91) (11,92) 123
(12,91) (12,92) 740
(13,91) (13,92) 517
(14,91) (14,92) 597
(15,91) (15,92) 702
(16,91) (16,92) 788
(17,91) (17,92) 200
(18,91) (18,92) 368
(19,91) (19,92) 561
(20,91) (20,92) 734
(21,91) (21,92) 799
(22,91) (22,92) 453
(23,91) (23,92) 562
(24,91) (24,92) 280
(25,91) (25,92) 195
(26,91) (26,92) 819
(27,91) (27,92) 619
(28,91) (28,92) 247
(29,91) (29,92) 581
(30,91) (30,92) 110
(31,91) (31,92) 44
(32,91) (32,92) 379
(33,91) (33,92) 425
(34,91) (34,92) 86
(35,91) (35,92) 371
(36,91) (36,92) 164
(37,91) (37,92) 617
(38,91) (38,92) 536
(39,91) (39,92) 978
(40,91) (40,92) 994
(41,91) (41,92) 682
(42,91) (42,92) 998
(43,91) (43,92) 829
(44,91) (44,92) 706
(45,91) (45,92) 616
(46,91) (46,92) 666
(47,91) (47,92) 950
(48,91) (48,92) 444
(49,91) (49,92) 585
(50,91) (50,92) 577
(51,91) (51,92) 295
(52,91) (52,92) 801
(53,91) (53,92) 408
(54,91) (54,92) 490
(55,91) (55,92) 899
(56,91) (56,92) 562
(57,91) (57,92) 176
(58,91) (58,92) 485
(59,91) (59,92) 682
(60,91) (60,92) 908
(61,91) (61,92) 706
(62,91) (62,92) 528
(63,91) (63,92) 264
(64,91) (64,92) 720
(65,91) (65,92) 46
(66,91) (66,92) 277
(67,91) (67,92) 440
(68,91) (68,92) 7
(69,91) (69,92) 786
(70,91) (70,92) 111
(71,91) (71,92) 122
(72,91) (72,92) 594
(73,91) (73,92) 994
(74,91) (74,92) 387
(75,91) (75,92) 502
(76,91) (76,92) 855
(77,91) (77,92) 868
(78,91) (78,92) 44
(79,91) (79,92) 363
(80,91) (80,92) 423
(81,91) (81,92) 582
(82,91) (82,92) 479
(83,91) (83,92) 161
(84,91) (84,92) 69
(85,91) (85,92) 199
(86,91) (86,92) 413
(87,91) (87,92) 263
(88,91) (88,92) 473
(89,91) (89,92) 438
(90,91) (90,92) 382
(91,91) (91,92) 658
(92,91) (92,92) 586
(93,91) (93,92) 907
(94,91) (94,92) 602
(95,91) (95,92) 147
(96,91) (96,92) 179
(97,91) (97,92) 48
(98,91) (98,92) 514
(99,91) (99,92) 668
(100,91) (100,92) 12
(101,91) (101,92) 908
(102,91) (102,92) 342
(103,91) (103,92) 31
(104,91) (104,92) 57
(105,91) (105,92) 684
(106,91) (106,92) 328
(107,91) (107,92) 802
(108,91) (108,92) 911
(109,91) (109,92) 878
(110,91) (110,92) 246
(111,91) (111,92) 890
(112,91) (112,92) 755
(113,91) (113,92) 563
(114,91) (114,92) 621
(115,91) (115,92) 339
(116,91) (116,92) 429
(117,91) (117,92) 712
(118,91) (118,92) 800
(119,91) (119,92) 202
(120,91) (120,92) 305
(121,91) (121,92) 194
(122,91) (122,92) 672
(123,91) (123,92) 336
(124,91) (124,92) 894
(125,91) (125,92) 171
(126,91) (126,92) 694
(127,91) (127,92) 707
(128,91) (128,92) 847
(129,91) (129,92) 285
(130,91) (130,92) 507
(131,91) (131,92) 706
(132,91) (132,92) 840
(133,91) (133,92) 226
(134,91) (134,92) 792
(135,91) (135,92) 348
(136,91) (136,92) 755
(137,91) (137,92) 654
(138,91) (138,92) 234
(139,91) (139,92) 822
(140,91) (140,92) 191
(141,91) (141,92) 154
(142,91) (142,92) 373
(143,91) (143,92) 768
(144,91) (144,92) 26
(145,91) (145,92) 645
(146,91) (146,92) 161
(147,91) (147,92) 130
(148,91) (148,92) 165
(149,91) (149,92) 728
(150,91) (150,92) 834
(151,91) (151,92) 824
(152,91) (152,92) 638
(153,91) (153,92) 311
(154,91) (154,92) 777
(155,91) (155,92) 743
(156,91) (156,92) 131
(157,91) (157,92) 999
(158,91) (158,92) 144
(159,91) (159,92) 995
(160,91) (160,92) 50
(161,91) (161,92) 249
(162,91) (162,92) 211
(163,91) (163,92) 831
(164,91) (164,92) 213
(165,91) (165,92) 673
(166,91) (166,92) 98
(167,91) (167,92) 631
(168,91) (168,92) 395
(169,91) (169,92) 171
(170,91) (170,92) 211
(171,91) (171,92) 165
(172,91) (172,92) 818
(173,91) (173,92) 347
(174,91) (174,92) 20
(175,91) (175,92) 671
(176,91) (176,92) 264
(177,91) (177,92) 255
(178,91) (178,92) 454
(179,91) (179,92) 577
(180,91) (180,92) 426
(181,91) (181,92) 307
(182,91) (182,92) 717
(183,91) (183,92) 165
(184,91) (184,92) 475
(185,91) (185,92) 456
(186,91) (186,92) 515
(187,91) (187,92) 331
(188,91) (188,92) 685
(189,91) (189,92) 283
(190,91) (190,92) 861
(191,91) (191,92) 414
(192,91) (192,92) 302
(193,91) (193,92) 486
(194,91) (194,92) 838
(195,91) (195,92) 605
(196,91) (196,92) 306
(197,91) (197,92) 421
(198,91) (198,92) 255
(199,91) (199,92) 683
(200,91) (200,92) 726
(201,91) (201,92) 327
(202,91) (202,92) 176
(203,91) (203,92) 700
(204,91) (204,92) 765
(205,91) (205,92) 534
(206,91) (206,92) 343
(207,91) (207,92) 580
(208,91) (208,92) 659
(209,91) (209,92) 621
(210,91) (210,92) 879
(211,91) (211,92) 861
(212,91) (212,92) 198
(213,91) (213,92) 429
(214,91) (214,92) 229
(215,91) (215,92) 548
(216,91) (216,92) 381
(217,91) (217,92) 723
(218,91) (218,92) 236
(219,91) (219,92) 393
(220,91) (220,92) 409
(221,91) (221,92) 194
(222,91) (222,92) 16
(223,91) (223,92) 842
(224,91) (224,92) 912
(225,91) (225,92) 721
(226,91) (226,92) 527
(227,91) (227,92) 227
(228,91) (228,92) 184
(229,91) (229,92) 833
(230,91) (230,92) 300
(231,91) (231,92) 755
(232,91) (232,92) 984
(233,91) (233,92) 110
(234,91) (234,92) 621
(235,91) (235,92) 326
(236,91) (236,92) 426
(237,91) (237,92) 399
(238,91) (238,92) 84
(239,91) (239,92) 491
(240,91) (240,92) 141
(241,91) (241,92) 859
(242,91) (242,92) 58
(243,91) (243,92) 225
(244,91) (244,92) 872
(245,91) (245,92) 945
(246,91) (246,92) 991
(247,91) (247,92) 483
(248,91) (248,92) 344
(249,91) (249,92) 852
(250,91) (250,92) 735
(1,92) (1,93) 349
(2,92) (2,93) 962
(3,92) (3,93) 17
(4,92) (4,93) 798
(5,92) (5,93) 81
(6,92) (6,93) 748
(7,92) (7,93) 319
(8,92) (8,93) 988
(9,92) (9,93) 907
(10,92) (10,93) 165
(11,92) (11,93) 994
(12,92) (12,93) 36
(13,92) (13,93) 125
(14,92) (14,93) 261
(15,92) (15,93) 116
(16,92) (16,93) 30
(17,92) (17,93) 359
(18,92) (18,93) 487
(19,92) (19,93) 105
(20,92) (20,93) 388
(21,92) (21,93) 487
(22,92) (22,93) 684
(23,92) (23,93) 37
(24,92) (24,93) 2
(25,92) (25,93) 562
(26,92) (26,93) 537
(27,92) (27,93) 612
(28,92) (28,93) 630
(29,92) (29,93) 140
(30,92) (30,93) 640
(31,92) (31,93) 581
(32,92) (32,93) 271
(33,92) (33,93) 209
(34,92) (34,93) 892
(35,92) (35,93) 156
(36,92) (36,93) 171
(37,92) (37,93) 424
(38,92) (38,93) 589
(39,92) (39,93) 395
(40,92) (40,93) 560
(41,92) (41,93) 345
(42,92) (42,93) 4
(43,92) (43,93) 580
(44,92) (44,93) 972
(45,92) (45,93) 515
(46,92) (46,93) 857
(47,92) (47,93) 173
(48,92) (48,93) 655
(49,92) (49,93) 580
(50,92) (50,93) 672
(51,92) (51,93) 553
(52,92) (52,93) 838
(53,92) (53,93) 422
(54,92) (54,93) 273
(55,92) (55,93) 23
(56,92) (56,93) 971
(57,92) (57,93) 882
(58,92) (58,93) 935
(59,92) (59,93) 841
(60,92) (60,93) 663
(61,92) (61,93) 892
(62,92) (62,93) 352
(63,92) (63,93) 307
(64,92) (64,93) 562
(65,92) (65,93) 491
(66,92) (66,93) 867
(67,92) (67,93) 622
(68,92) (68,93) 914
(69,92) (69,93) 491
(70,92) (70,93) 889
(71,92) (71,93) 216
(72,92) (72,93) 359
(73,92) (73,93) 537
(74,92) (74,93) 457
(75,92) (75,93) 66
(76,92) (76,93) 191
(77,92) (77,93) 210
(78,92) (78,93) 367
(79,92) (79,93) 958
(80,92) (80,93) 533
(81,92) (81,93) 305
(82,92) (82,93) 207
(83,92) (83,93) 842
(84,92) (84,93) 787
(85,92) (85,93) 659
(86,92) (86,93) 267
(87,92) (87,93) 69
(88,92) (88,93) 713
(89,92) (89,93) 448
(90,92) (90,93) 381
(91,92) (91,93) 181
(92,92) (92,93) 38
(93,92) (93,93) 504
(94,92) (94,93) 614
(95,92) (95,93) 515
(96,92) (96,93) 571
(97,92) (97,93) 487
(98,92) (98,93) 292
(99,92) (99,93) 756
(100,92) (100,93) 431
(101,92) (101,93) 287
(102,92) (102,93) 282
(103,92) (103,93) 716
(104,92) (104,93) 269
(105,92) (105,93) 504
(106,92) (106,93) 89
(107,92) (107,93) 873
(108,92) (108,93) 786
(109,92) (109,93) 535
(110,92) (110,93) 700
(111,92) (111,93) 874
(112,92) (112,93) 858
(113,92) (113,93) 768
(114,92) (114,93) 514
(115,92) (115,93) 178
(116,92) (116,93) 154
(117,92) (117,93) 905
(118,92) (118,93) 53
(119,92) (119,93) 772
(120,92) (120,93) 128
(121,92) (121,93) 485
(122,92) (122,93) 503
(123,92) (123,93) 164
(124,92) (124,93) 390
(125,92) (125,93) 954
(126,92) (126,93) 612
(127,92) (127,93) 512
(128,92) (128,93) 390
(129,92) (129,93) 168
(130,92) (130,93) 594
(131,92) (131,93) 778
(132,92) (132,93) 263
(133,92) (133,93) 478
(134,92) (134,93) 749
(135,92) (135,93) 827
(136,92) (136,93) 478
(137,92) (137,93) 578
(138,92) (138,93) 631
(139,92) (139,93) 141
(140,92) (140,93) 576
(141,92) (141,93) 20
(142,92) (142,93) 68
(143,92) (143,93) 628
(144,92) (144,93) 11
(145,92) (145,93) 367
(146,92) (146,93) 84
(147,92) (147,93) 51
(148,92) (148,93) 109
(149,92) (149,93) 630
(150,92) (150,93) 626
(151,92) (151,93) 287
(152,92) (152,93) 668
(153,92) (153,93) 623
(154,92) (154,93) 145
(155,92) (155,93) 994
(156,92) (156,93) 260
(157,92) (157,93) 455
(158,92) (158,93) 79
(159,92) (159,93) 238
(160,92) (160,93) 103
(161,92) (161,93) 82
(162,92) (162,93) 137
(163,92) (163,93) 515
(164,92) (164,93) 774
(165,92) (165,93) 836
(166,92) (166,93) 765
(167,92) (167,93) 391
(168,92) (168,93) 270
(169,92) (169,93) 905
(170,92) (170,93) 351
(171,92) (171,93) 553
(172,92) (172,93) 38
(173,92) (173,93) 830
(174,92) (174,93) 75
(175,92) (175,93) 906
