s (1,1) 241
(40,21) (40,22) 955
(41,21) (41,22) 380
(42,21) (42,22) 240
(43,21) (43,22) 32
(44,21) (44,22) 409
(45,21) (45,22) 158
(46,21) (46,22) 855
(47,21) (47,22) 967
(48,21) (48,22) 178
(49,21) (49,22) 998
(50,21) (50,22) 729
(51,21) (51,22) 466
(52,21) (52,22) 421
(53,21) (53,22) 314
(54,21) (54,22) 395
(55,21) (55,22) 730
(56,21) (56,22) 248
(57,21) (57,22) 500
(58,21) (58,22) 794
(59,21) (59,22) 101
(60,21) (60,22) 733
(61,21) (61,22) 436
(62,21) (62,22) 259
(63,21) (63,22) 244
(64,21) (64,22) 629
(65,21) (65,22) 653
(66,21) (66,22) 108
(67,21) (67,22) 602
(68,21) (68,22) 343
(69,21) (69,22) 414
(70,21) (70,22) 296
(71,21) (71,22) 675
(72,21) (72,22) 577
(73,21) (73,22) 911
(74,21) (74,22) 114
(75,21) (75,22) 678
(76,21) (76,22) 47
(77,21) (77,22) 734
(78,21) (78,22) 657
(79,21) (79,22) 393
(80,21) (80,22) 18
(81,21) (81,22) 413
(82,21) (82,22) 690
(83,21) (83,22) 544
(84,21) (84,22) 799
(85,21) (85,22) 946
(86,21) (86,22) 316
(87,21) (87,22) 265
(88,21) (88,22) 848
(89,21) (89,22) 123
(90,21) (90,22) 4
(91,21) (91,22) 271
(92,21) (92,22) 808
(93,21) (93,22) 427
(94,21) (94,22) 320
(95,21) (95,22) 904
(96,21) (96,22) 424
(97,21) (97,22) 830
(98,21) (98,22) 920
(99,21) (99,22) 157
(100,21) (100,22) 623
(101,21) (101,22) 652
(102,21) (102,22) 65
(103,21) (103,22) 134
(104,21) (104,22) 942
(105,21) (105,22) 926
(106,21) (106,22) 268
(107,21) (107,22) 144
(108,21) (108,22) 969
(109,21) (109,22) 843
(110,21) (110,22) 899
(111,21) (111,22) 701
(112,21) (112,22) 889
(113,21) (113,22) 212
(114,21) (114,22) 212
(115,21) (115,22) 69
(116,21) (116,22) 422
(117,21) (117,22) 484
(118,21) (118,22) 270
(119,21) (119,22) 190
(120,21) (120,22) 442
(121,21) (121,22) 294
(122,21) (122,22) 583
(123,21) (123,22) 950
(124,21) (124,22) 841
(125,21) (125,22) 746
(126,21) (126,22) 776
(127,21) (127,22) 736
(128,21) (128,22) 900
(129,21) (129,22) 416
(130,21) (130,22) 528
(131,21) (131,22) 739
(132,21) (132,22) 149
(133,21) (133,22) 880
(134,21) (134,22) 765
(135,21) (135,22) 707
(136,21) (136,22) 549
(137,21) (137,22) 699
(138,21) (138,22) 714
(139,21) (139,22) 353
(140,21) (140,22) 25
(141,21) (141,22) 897
(142,21) (142,22) 370
(143,21) (143,22) 974
(144,21) (144,22) 291
(145,21) (145,22) 368
(146,21) (146,22) 739
(147,21) (147,22) 584
(148,21) (148,22) 189
(149,21) (149,22) 325
(150,21) (150,22) 357
(151,21) (151,22) 846
(152,21) (152,22) 712
(153,21) (153,22) 803
(154,21) (154,22) 1
(155,21) (155,22) 278
(156,21) (156,22) 754
(157,21) (157,22) 325
(158,21) (158,22) 111
(159,21) (159,22) 944
(160,21) (160,22) 846
(161,21) (161,22) 313
(162,21) (162,22) 439
(163,21) (163,22) 591
(164,21) (164,22) 294
(165,21) (165,22) 212
(166,21) (166,22) 785
(167,21) (167,22) 924
(168,21) (168,22) 811
(169,21) (169,22) 316
(170,21) (170,22) 489
(171,21) (171,22) 510
(172,21) (172,22) 181
(173,21) (173,22) 821
(174,21) (174,22) 50
(175,21) (175,22) 602
(176,21) (176,22) 782
(177,21) (177,22) 420
(178,21) (178,22) 939
(179,21) (179,22) 714
(180,21) (180,22) 888
(181,21) (181,22) 449
(182,21) (182,22) 454
(183,21) (183,22) 814
(184,21) (184,22) 959
(185,21) (185,22) 981
(186,21) (186,22) 93
(187,21) (187,22) 492
(188,21) (188,22) 137
(189,21) (189,22) 544
(190,21) (190,22) 952
(191,21) (191,22) 356
(192,21) (192,22) 26
(193,21) (193,22) 341
(194,21) (194,22) 505
(195,21) (195,22) 797
(196,21) (196,22) 485
(197,21) (197,22) 372
(198,21) (198,22) 521
(199,21) (199,22) 478
(200,21) (200,22) 204
(201,21) (201,22) 820
(202,21) (202,22) 539
(203,21) (203,22) 562
(204,21) (204,22) 776
(205,21) (205,22) 443
(206,21) (206,22) 965
(207,21) (207,22) 155
(208,21) (208,22) 708
(209,21) (209,22) 915
(210,21) (210,22) 336
(211,21) (211,22) 369
(212,21) (212,22) 20
(213,21) (213,22) 868
(214,21) (214,22) 293
(215,21) (215,22) 80
(216,21) (216,22) 283
(217,21) (217,22) 792
(218,21) (218,22) 87
(219,21) (219,22) 211
(220,21) (220,22) 201
(221,21) (221,22) 422
(222,21) (222,22) 271
(223,21) (223,22) 256
(224,21) (224,22) 844
(225,21) (225,22) 22
(226,21) (226,22) 58
(227,21) (227,22) 658
(228,21) (228,22) 678
(229,21) (229,22) 390
(230,21) (230,22) 295
(231,21) (231,22) 221
(232,21) (232,22) 164
(233,21) (233,22) 575
(234,21) (234,22) 101
(235,21) (235,22) 666
(236,21) (236,22) 158
(237,21) (237,22) 695
(238,21) (238,22) 138
(239,21) (239,22) 639
(240,21) (240,22) 202
(241,21) (241,22) 523
(242,21) (242,22) 870
(243,21) (243,22) 393
(244,21) (244,22) 667
(245,21) (245,22) 17
(246,21) (246,22) 789
(247,21) (247,22) 800
(248,21) (248,22) 888
(249,21) (249,22) 336
(250,21) (250,22) 771
(1,22) (1,23) 616
(2,22) (2,23) 471
(3,22) (3,23) 36
(4,22) (4,23) 641
(5,22) (5,23) 32
(6,22) (6,23) 63
(7,22) (7,23) 194
(8,22) (8,23) 942
(9,22) (9,23) 33
(10,22) (10,23) 733
(11,22) (11,23) 276
(12,22) (12,23) 202
(13,22) (13,23) 781
(14,22) (14,23) 438
(15,22) (15,23) 137
(16,22) (16,23) 540
(17,22) (17,23) 337
(18,22) (18,23) 420
(19,22) (19,23) 188
(20,22) (20,23) 899
(21,22) (21,23) 520
(22,22) (22,23) 844
(23,22) (23,23) 879
(24,22) (24,23) 209
(25,22) (25,23) 413
(26,22) (26,23) 243
(27,22) (27,23) 5
(28,22) (28,23) 739
(29,22) (29,23) 940
(30,22) (30,23) 105
(31,22) (31,23) 369
(32,22) (32,23) 293
(33,22) (33,23) 134
(34,22) (34,23) 94
(35,22) (35,23) 422
(36,22) (36,23) 370
(37,22) (37,23) 336
(38,22) (38,23) 761
(39,22) (39,23) 891
(40,22) (40,23) 857
(41,22) (41,23) 495
(42,22) (42,23) 391
(43,22) (43,23) 458
(44,22) (44,23) 220
(45,22) (45,23) 858
(46,22) (46,23) 648
(47,22) (47,23) 462
(48,22) (48,23) 138
(49,22) (49,23) 491
(50,22) (50,23) 501
(51,22) (51,23) 63
(52,22) (52,23) 652
(53,22) (53,23) 59
(54,22) (54,23) 470
(55,22) (55,23) 868
(56,22) (56,23) 765
(57,22) (57,23) 281
(58,22) (58,23) 984
(59,22) (59,23) 451
(60,22) (60,23) 226
(61,22) (61,23) 23
(62,22) (62,23) 131
(63,22) (63,23) 775
(64,22) (64,23) 640
(65,22) (65,23) 242
(66,22) (66,23) 66
(67,22) (67,23) 239
(68,22) (68,23) 693
(69,22) (69,23) 635
(70,22) (70,23) 964
(71,22) (71,23) 951
(72,22) (72,23) 319
(73,22) (73,23) 927
(74,22) (74,23) 799
(75,22) (75,23) 733
(76,22) (76,23) 849
(77,22) (77,23) 839
(78,22) (78,23) 60
(79,22) (79,23) 923
(80,22) (80,23) 724
(81,22) (81,23) 693
(82,22) (82,23) 229
(83,22) (83,23) 988
(84,22) (84,23) 602
(85,22) (85,23) 196
(86,22) (86,23) 59
(87,22) (87,23) 100
(88,22) (88,23) 926
(89,22) (89,23) 226
(90,22) (90,23) 836
(91,22) (91,23) 944
(92,22) (92,23) 231
(93,22) (93,23) 837
(94,22) (94,23) 2
(95,22) (95,23) 983
(96,22) (96,23) 442
(97,22) (97,23) 607
(98,22) (98,23) 487
(99,22) (99,23) 908
(100,22) (100,23) 383
(101,22) (101,23) 703
(102,22) (102,23) 540
(103,22) (103,23) 129
(104,22) (104,23) 44
(105,22) (105,23) 861
(106,22) (106,23) 401
(107,22) (107,23) 673
(108,22) (108,23) 374
(109,22) (109,23) 506
(110,22) (110,23) 999
(111,22) (111,23) 586
(112,22) (112,23) 527
(113,22) (113,23) 10
(114,22) (114,23) 65
(115,22) (115,23) 190
(116,22) (116,23) 569
(117,22) (117,23) 87
(118,22) (118,23) 232
(119,22) (119,23) 549
(120,22) (120,23) 584
(121,22) (121,23) 187
(122,22) (122,23) 989
(123,22) (123,23) 512
(124,22) (124,23) 413
(125,22) (125,23) 361
(126,22) (126,23) 354
(127,22) (127,23) 756
(128,22) (128,23) 166
(129,22) (129,23) 937
(130,22) (130,23) 490
(131,22) (131,23) 520
(132,22) (132,23) 987
(133,22) (133,23) 550
(134,22) (134,23) 295
(135,22) (135,23) 157
(136,22) (136,23) 764
(137,22) (137,23) 742
(138,22) (138,23) 674
(139,22) (139,23) 738
(140,22) (140,23) 751
(141,22) (141,23) 941
(142,22) (142,23) 340
(143,22) (143,23) 785
(144,22) (144,23) 805
(145,22) (145,23) 358
(146,22) (146,23) 795
(147,22) (147,23) 162
(148,22) (148,23) 124
(149,22) (149,23) 72
(150,22) (150,23) 305
(151,22) (151,23) 841
(152,22) (152,23) 935
(153,22) (153,23) 808
(154,22) (154,23) 383
(155,22) (155,23) 286
(156,22) (156,23) 153
(157,22) (157,23) 409
(158,22) (158,23) 590
(159,22) (159,23) 393
(160,22) (160,23) 344
(161,22) (161,23) 989
(162,22) (162,23) 326
(163,22) (163,23) 336
(164,22) (164,23) 726
(165,22) (165,23) 174
(166,22) (166,23) 959
(167,22) (167,23) 447
(168,22) (168,23) 484
(169,22) (169,23) 37
(170,22) (170,23) 461
(171,22) (171,23) 123
(172,22) (172,23) 367
(173,22) (173,23) 294
(174,22) (174,23) 937
(175,22) (175,23) 539
(176,22) (176,23) 604
(177,22) (177,23) 286
(178,22) (178,23) 401
(179,22) (179,23) 763
(180,22) (180,23) 223
(181,22) (181,23) 67
(182,22) (182,23) 306
(183,22) (183,23) 230
(184,22) (184,23) 335
(185,22) (185,23) 670
(186,22) (186,23) 620
(187,22) (187,23) 127
(188,22) (188,23) 542
(189,22) (189,23) 671
(190,22) (190,23) 836
(191,22) (191,23) 900
(192,22) (192,23) 661
(193,22) (193,23) 574
(194,22) (194,23) 647
(195,22) (195,23) 464
(196,22) (196,23) 852
(197,22) (197,23) 521
(198,22) (198,23) 225
(199,22) (199,23) 140
(200,22) (200,23) 446
(201,22) (201,23) 167
(202,22) (202,23) 30
(203,22) (203,23) 145
(204,22) (204,23) 722
(205,22) (205,23) 39
(206,22) (206,23) 368
(207,22) (207,23) 844
(208,22) (208,23) 687
(209,22) (209,23) 654
(210,22) (210,23) 575
(211,22) (211,23) 462
(212,22) (212,23) 751
(213,22) (213,23) 387
(214,22) (214,23) 718
(215,22) (215,23) 239
(216,22) (216,23) 92
(217,22) (217,23) 233
(218,22) (218,23) 514
(219,22) (219,23) 735
(220,22) (220,23) 505
(221,22) (221,23) 592
(222,22) (222,23) 830
(223,22) (223,23) 617
(224,22) (224,23) 191
(225,22) (225,23) 728
(226,22) (226,23) 537
(227,22) (227,23) 364
(228,22) (228,23) 239
(229,22) (229,23) 972
(230,22) (230,23) 9
(231,22) (231,23) 855
(232,22) (232,23) 783
(233,22) (233,23) 983
(234,22) (234,23) 153
(235,22) (235,23) 896
(236,22) (236,23) 742
(237,22) (237,23) 37
(238,22) (238,23) 734
(239,22) (239,23) 536
(240,22) (240,23) 945
(241,22) (241,23) 696
(242,22) (242,23) 351
(243,22) (243,23) 383
(244,22) (244,23) 208
(245,22) (245,23) 574
(246,22) (246,23) 963
(247,22) (247,23) 96
(248,22) (248,23) 707
(249,22) (249,23) 259
(250,22) (250,23) 380
(1,23) (1,24) 665
(2,23) (2,24) 405
(3,23) (3,24) 241
(4,23) (4,24) 185
(5,23) (5,24) 874
(6,23) (6,24) 83
(7,23) (7,24) 472
(8,23) (8,24) 329
(9,23) (9,24) 943
(10,23) (10,24) 926
(11,23) (11,24) 99
(12,23) (12,24) 715
(13,23) (13,24) 731
(14,23) (14,24) 763
(15,23) (15,24) 233
(16,23) (16,24) 371
(17,23) (17,24) 123
(18,23) (18,24) 596
(19,23) (19,24) 909
(20,23) (20,24) 719
(21,23) (21,24) 948
(22,23) (22,24) 640
(23,23) (23,24) 691
(24,23) (24,24) 47
(25,23) (25,24) 26
(26,23) (26,24) 365
(27,23) (27,24) 70
(28,23) (28,24) 67
(29,23) (29,24) 662
(30,23) (30,24) 174
(31,23) (31,24) 955
(32,23) (32,24) 614
(33,23) (33,24) 242
(34,23) (34,24) 895
(35,23) (35,24) 356
(36,23) (36,24) 656
(37,23) (37,24) 245
(38,23) (38,24) 869
(39,23) (39,24) 786
(40,23) (40,24) 690
(41,23) (41,24) 662
(42,23) (42,24) 747
(43,23) (43,24) 234
(44,23) (44,24) 306
(45,23) (45,24) 766
(46,23) (46,24) 295
(47,23) (47,24) 354
(48,23) (48,24) 743
(49,23) (49,24) 47
(50,23) (50,24) 162
(51,23) (51,24) 33
(52,23) (52,24) 46
(53,23) (53,24) 266
(54,23) (54,24) 406
(55,23) (55,24) 704
(56,23) (56,24) 10
(57,23) (57,24) 554
(58,23) (58,24) 123
(59,23) (59,24) 553
(60,23) (60,24) 131
(61,23) (61,24) 379
(62,23) (62,24) 386
(63,23) (63,24) 338
(64,23) (64,24) 613
(65,23) (65,24) 430
(66,23) (66,24) 955
(67,23) (67,24) 398
(68,23) (68,24) 185
(69,23) (69,24) 332
(70,23) (70,24) 921
(71,23) (71,24) 584
(72,23) (72,24) 624
(73,23) (73,24) 100
(74,23) (74,24) 50
(75,23) (75,24) 21
(76,23) (76,24) 324
(77,23) (77,24) 955
(78,23) (78,24) 805
(79,23) (79,24) 893
(80,23) (80,24) 801
(81,23) (81,24) 863
(82,23) (82,24) 804
(83,23) (83,24) 630
(84,23) (84,24) 448
(85,23) (85,24) 152
(86,23) (86,24) 857
(87,23) (87,24) 133
(88,23) (88,24) 677
(89,23) (89,24) 700
(90,23) (90,24) 757
(91,23) (91,24) 97
(92,23) (92,24) 462
(93,23) (93,24) 205
(94,23) (94,24) 763
(95,23) (95,24) 278
(96,23) (96,24) 788
(97,23) (97,24) 544
(98,23) (98,24) 188
(99,23) (99,24) 179
(100,23) (100,24) 414
(101,23) (101,24) 509
(102,23) (102,24) 595
(103,23) (103,24) 449
(104,23) (104,24) 912
(105,23) (105,24) 422
(106,23) (106,24) 864
(107,23) (107,24) 128
(108,23) (108,24) 651
(109,23) (109,24) 623
(110,23) (110,24) 138
(111,23) (111,24) 839
(112,23) (112,24) 510
(113,23) (113,24) 240
(114,23) (114,24) 917
(115,23) (115,24) 111
(116,23) (116,24) 898
(117,23) (117,24) 57
(118,23) (118,24) 132
(119,23) (119,24) 902
(120,23) (120,24) 91
(121,23) (121,24) 291
(122,23) (122,24) 648
(123,23) (123,24) 899
(124,23) (124,24) 970
(125,23) (125,24) 487
(126,23) (126,24) 110
(127,23) (127,24) 2
(128,23) (128,24) 519
(129,23) (129,24) 109
(130,23) (130,24) 998
(131,23) (131,24) 382
(132,23) (132,24) 868
(133,23) (133,24) 675
(134,23) (134,24) 463
(135,23) (135,24) 758
(136,23) (136,24) 349
(137,23) (137,24) 952
(138,23) (138,24) 657
(139,23) (139,24) 126
(140,23) (140,24) 284
(141,23) (141,24) 444
(142,23) (142,24) 827
(143,23) (143,24) 763
(144,23) (144,24) 240
(145,23) (145,24) 390
(146,23) (146,24) 154
(147,23) (147,24) 218
(148,23) (148,24) 181
(149,23) (149,24) 281
(150,23) (150,24) 563
(151,23) (151,24) 869
(152,23) (152,24) 136
(153,23) (153,24) 988
(154,23) (154,24) 343
(155,23) (155,24) 467
(156,23) (156,24) 929
(157,23) (157,24) 469
(158,23) (158,24) 813
(159,23) (159,24) 435
(160,23) (160,24) 794
(161,23) (161,24) 129
(162,23) (162,24) 318
(163,23) (163,24) 317
(164,23) (164,24) 255
(165,23) (165,24) 130
(166,23) (166,24) 642
(167,23) (167,24) 877
(168,23) (168,24) 427
(169,23) (169,24) 998
(170,23) (170,24) 736
(171,23) (171,24) 349
(172,23) (172,24) 498
(173,23) (173,24) 527
(174,23) (174,24) 26
(175,23) (175,24) 406
(176,23) (176,24) 774
(177,23) (177,24) 597
(178,23) (178,24) 335
(179,23) (179,24) 314
(180,23) (180,24) 40
(181,23) (181,24) 308
(182,23) (182,24) 769
(183,23) (183,24) 17
(184,23) (184,24) 768
(185,23) (185,24) 347
(186,23) (186,24) 527
(187,23) (187,24) 309
(188,23) (188,24) 544
(189,23) (189,24) 171
(190,23) (190,24) 270
(191,23) (191,24) 308
(192,23) (192,24) 546
(193,23) (193,24) 447
(194,23) (194,24) 640
(195,23) (195,24) 75
(196,23) (196,24) 834
(197,23) (197,24) 766
(198,23) (198,24) 798
(199,23) (199,24) 154
(200,23) (200,24) 927
(201,23) (201,24) 195
(202,23) (202,24) 185
(203,23) (203,24) 263
(204,23) (204,24) 426
(205,23) (205,24) 133
(206,23) (206,24) 532
(207,23) (207,24) 58
(208,23) (208,24) 481
(209,23) (209,24) 800
(210,23) (210,24) 646
(211,23) (211,24) 930
(212,23) (212,24) 222
(213,23) (213,24) 119
(214,23) (214,24) 980
(215,23) (215,24) 891
(216,23) (216,24) 959
(217,23) (217,24) 147
(218,23) (218,24) 11
(219,23) (219,24) 981
(220,23) (220,24) 995
(221,23) (221,24) 525
(222,23) (222,24) 947
(223,23) (223,24) 634
(224,23) (224,24) 730
(225,23) (225,24) 4
(226,23) (226,24) 767
(227,23) (227,24) 755
(228,23) (228,24) 155
(229,23) (229,24) 964
(230,23) (230,24) 904
(231,23) (231,24) 503
(232,23) (232,24) 187
(233,23) (233,24) 987
(234,23) (234,24) 905
(235,23) (235,24) 362
(236,23) (236,24) 513
(237,23) (237,24) 337
(238,23) (238,24) 702
(239,23) (239,24) 758
(240,23) (240,24) 591
(241,23) (241,24) 803
(242,23) (242,24) 166
(243,23) (243,24) 416
(244,23) (244,24) 114
(245,23) (245,24) 76
(246,23) (246,24) 895
(247,23) (247,24) 425
(248,23) (248,24) 218
(249,23) (249,24) 585
(250,23) (250,24) 352
(1,24) (1,25) 447
(2,24) (2,25) 517
(3,24) (3,25) 311
(4,24) (4,25) 378
(5,24) (5,25) 712
(6,24) (6,25) 287
(7,24) (7,25) 756
(8,24) (8,25) 279
(9,24) (9,25) 803
(10,24) (10,25) 316
(11,24) (11,25) 566
(12,24) (12,25) 725
(13,24) (13,25) 627
(14,24) (14,25) 645
(15,24) (15,25) 980
(16,24) (16,25) 244
(17,24) (17,25) 624
(18,24) (18,25) 489
(19,24) (19,25) 151
(20,24) (20,25) 618
(21,24) (21,25) 739
(22,24) (22,25) 523
(23,24) (23,25) 244
(24,24) (24,25) 905
(25,24) (25,25) 774
(26,24) (26,25) 873
(27,24) (27,25) 497
(28,24) (28,25) 382
(29,24) (29,25) 607
(30,24) (30,25) 188
(31,24) (31,25) 545
(32,24) (32,25) 10
(33,24) (33,25) 687
(34,24) (34,25) 83
(35,24) (35,25) 574
(36,24) (36,25) 437
(37,24) (37,25) 906
(38,24) (38,25) 547
(39,24) (39,25) 26
(40,24) (40,25) 254
(41,24) (41,25) 349
(42,24) (42,25) 138
(43,24) (43,25) 210
(44,24) (44,25) 103
(45,24) (45,25) 343
(46,24) (46,25) 345
(47,24) (47,25) 240
(48,24) (48,25) 101
(49,24) (49,25) 606
(50,24) (50,25) 398
(51,24) (51,25) 123
(52,24) (52,25) 646
(53,24) (53,25) 407
(54,24) (54,25) 361
(55,24) (55,25) 197
(56,24) (56,25) 123
(57,24) (57,25) 74
(58,24) (58,25) 71
(59,24) (59,25) 737
(60,24) (60,25) 165
(61,24) (61,25) 983
(62,24) (62,25) 586
(63,24) (63,25) 679
(64,24) (64,25) 372
(65,24) (65,25) 321
(66,24) (66,25) 354
(67,24) (67,25) 317
(68,24) (68,25) 202
(69,24) (69,25) 493
(70,24) (70,25) 988
(71,24) (71,25) 227
(72,24) (72,25) 341
(73,24) (73,25) 190
(74,24) (74,25) 560
(75,24) (75,25) 27
(76,24) (76,25) 172
(77,24) (77,25) 321
(78,24) (78,25) 769
(79,24) (79,25) 900
(80,24) (80,25) 905
(81,24) (81,25) 584
(82,24) (82,25) 158
(83,24) (83,25) 154
(84,24) (84,25) 636
(85,24) (85,25) 454
(86,24) (86,25) 397
(87,24) (87,25) 643
(88,24) (88,25) 929
(89,24) (89,25) 582
(90,24) (90,25) 79
(91,24) (91,25) 72
(92,24) (92,25) 472
(93,24) (93,25) 80
(94,24) (94,25) 383
(95,24) (95,25) 750
(96,24) (96,25) 970
(97,24) (97,25) 184
(98,24) (98,25) 579
(99,24) (99,25) 736
(100,24) (100,25) 795
(101,24) (101,25) 332
(102,24) (102,25) 909
(103,24) (103,25) 955
(104,24) (104,25) 275
(105,24) (105,25) 955
(106,24) (106,25) 708
(107,24) (107,25) 645
(108,24) (108,25) 766
(109,24) (109,25) 573
(110,24) (110,25) 707
(111,24) (111,25) 227
(112,24) (112,25) 59
(113,24) (113,25) 82
(114,24) (114,25) 331
(115,24) (115,25) 790
(116,24) (116,25) 986
(117,24) (117,25) 603
(118,24) (118,25) 756
(119,24) (119,25) 289
(120,24) (120,25) 735
(121,24) (121,25) 879
(122,24) (122,25) 679
(123,24) (123,25) 690
(124,24) (124,25) 915
(125,24) (125,25) 67
(126,24) (126,25) 751
(127,24) (127,25) 66
(128,24) (128,25) 265
(129,24) (129,25) 218
(130,24) (130,25) 189
(131,24) (131,25) 787
(132,24) (132,25) 110
(133,24) (133,25) 612
(134,24) (134,25) 627
(135,24) (135,25) 213
(136,24) (136,25) 505
(137,24) (137,25) 790
(138,24) (138,25) 720
(139,24) (139,25) 492
(140,24) (140,25) 171
(141,24) (141,25) 230
(142,24) (142,25) 266
(143,24) (143,25) 882
(144,24) (144,25) 392
(145,24) (145,25) 160
(146,24) (146,25) 498
(147,24) (147,25) 629
(148,24) (148,25) 419
(149,24) (149,25) 154
(150,24) (150,25) 145
(151,24) (151,25) 604
(152,24) (152,25) 56
(153,24) (153,25) 697
(154,24) (154,25) 161
(155,24) (155,25) 771
(156,24) (156,25) 906
(157,24) (157,25) 870
(158,24) (158,25) 14
(159,24) (159,25) 657
(160,24) (160,25) 973
(161,24) (161,25) 953
(162,24) (162,25) 803
(163,24) (163,25) 882
(164,24) (164,25) 869
(165,24) (165,25) 416
(166,24) (166,25) 480
(167,24) (167,25) 958
(168,24) (168,25) 790
(169,24) (169,25) 932
(170,24) (170,25) 305
(171,24) (171,25) 5
(172,24) (172,25) 13
(173,24) (173,25) 312
(174,24) (174,25) 330
(175,24) (175,25) 461
(176,24) (176,25) 243
(177,24) (177,25) 326
(178,24) (178,25) 23
(179,24) (179,25) 361
(180,24) (180,25) 786
(181,24) (181,25) 688
(182,24) (182,25) 744
(183,24) (183,25) 672
(184,24) (184,25) 760
(185,24) (185,25) 32
(186,24) (186,25) 658
(187,24) (187,25) 496
(188,24) (188,25) 377
(189,24) (189,25) 525
(190,24) (190,25) 64
(191,24) (191,25) 477
(192,24) (192,25) 313
(193,24) (193,25) 314
(194,24) (194,25) 504
(195,24) (195,25) 681
(196,24) (196,25) 918
(197,24) (197,25) 716
(198,24) (198,25) 298
(199,24) (199,25) 713
(200,24) (200,25) 796
(201,24) (201,25) 457
(202,24) (202,25) 59
(203,24) (203,25) 122
(204,24) (204,25) 322
(205,24) (205,25) 607
(206,24) (206,25) 984
(207,24) (207,25) 703
(208,24) (208,25) 793
(209,24) (209,25) 24
(210,24) (210,25) 230
(211,24) (211,25) 408
(212,24) (212,25) 301
(213,24) (213,25) 32
(214,24) (214,25) 702
(215,24) (215,25) 496
(216,24) (216,25) 476
(217,24) (217,25) 280
(218,24) (218,25) 37
(219,24) (219,25) 211
(220,24) (220,25) 260
(221,24) (221,25) 211
(222,24) (222,25) 490
(223,24) (223,25) 290
(224,24) (224,25) 689
(225,24) (225,25) 777
(226,24) (226,25) 785
(227,24) (227,25) 197
(228,24) (228,25) 204
(229,24) (229,25) 781
(230,24) (230,25) 957
(231,24) (231,25) 380
(232,24) (232,25) 415
(233,24) (233,25) 968
(234,24) (234,25) 561
(235,24) (235,25) 633
(236,24) (236,25) 12
(237,24) (237,25) 489
(238,24) (238,25) 503
(239,24) (239,25) 397
(240,24) (240,25) 494
(241,24) (241,25) 170
(242,24) (242,25) 866
(243,24) (243,25) 422
(244,24) (244,25) 375
(245,24) (245,25) 95
(246,24) (246,25) 990
(247,24) (247,25) 129
(248,24) (248,25) 576
(249,24) (249,25) 165
(250,24) (250,25) 8
(1,25) (1,26) 810
(2,25) (2,26) 511
(3,25) (3,26) 596
(4,25) (4,26) 999
(5,25) (5,26) 6
(6,25) (6,26) 698
(7,25) (7,26) 731
(8,25) (8,26) 578
(9,25) (9,26) 513
(10,25) (10,26) 523
(11,25) (11,26) 119
(12,25) (12,26) 763
(13,25) (13,26) 832
(14,25) (14,26) 692
(15,25) (15,26) 399
(16,25) (16,26) 425
(17,25) (17,26) 229
(18,25) (18,26) 481
(19,25) (19,26) 359
(20,25) (20,26) 371
(21,25) (21,26) 59
(22,25) (22,26) 276
(23,25) (23,26) 135
(24,25) (24,26) 328
(25,25) (25,26) 797
(26,25) (26,26) 484
(27,25) (27,26) 496
(28,25) (28,26) 700
(29,25) (29,26) 599
(30,25) (30,26) 79
(31,25) (31,26) 114
(32,25) (32,26) 381
(33,25) (33,26) 504
(34,25) (34,26) 726
(35,25) (35,26) 852
(36,25) (36,26) 372
(37,25) (37,26) 979
(38,25) (38,26) 976
(39,25) (39,26) 546
(40,25) (40,26) 830
(41,25) (41,26) 944
(42,25) (42,26) 774
(43,25) (43,26) 76
(44,25) (44,26) 938
(45,25) (45,26) 884
(46,25) (46,26) 750
(47,25) (47,26) 353
(48,25) (48,26) 581
(49,25) (49,26) 98
(50,25) (50,26) 347
(51,25) (51,26) 631
(52,25) (52,26) 865
(53,25) (53,26) 436
(54,25) (54,26) 218
(55,25) (55,26) 133
(56,25) (56,26) 932
(57,25) (57,26) 874
(58,25) (58,26) 807
(59,25) (59,26) 823
(60,25) (60,26) 109
(61,25) (61,26) 13
(62,25) (62,26) 302
(63,25) (63,26) 541
(64,25) (64,26) 81
(65,25) (65,26) 345
(66,25) (66,26) 693
(67,25) (67,26) 985
(68,25) (68,26) 355
(69,25) (69,26) 757
(70,25) (70,26) 910
(71,25) (71,26) 610
(72,25) (72,26) 875
(73,25) (73,26) 688
(74,25) (74,26) 571
(75,25) (75,26) 682
(76,25) (76,26) 253
(77,25) (77,26) 738
(78,25) (78,26) 450
(79,25) (79,26) 841
(80,25) (80,26) 874
(81,25) (81,26) 708
(82,25) (82,26) 992
(83,25) (83,26) 628
(84,25) (84,26) 420
(85,25) (85,26) 605
(86,25) (86,26) 34
(87,25) (87,26) 878
(88,25) (88,26) 482
(89,25) (89,26) 554
(90,25) (90,26) 430
(91,25) (91,26) 633
(92,25) (92,26) 235
(93,25) (93,26) 56
(94,25) (94,26) 792
(95,25) (95,26) 680
(96,25) (96,26) 720
(97,25) (97,26) 609
(98,25) (98,26) 848
(99,25) (99,26) 180
(100,25) (100,26) 682
(101,25) (101,26) 866
(102,25) (102,26) 193
(103,25) (103,26) 257
(104,25) (104,26) 467
(105,25) (105,26) 445
(106,25) (106,26) 61
(107,25) (107,26) 789
(108,25) (108,26) 80
(109,25) (109,26) 639
(110,25) (110,26) 988
(111,25) (111,26) 860
(112,25) (112,26) 428
(113,25) (113,26) 719
(114,25) (114,26) 131
(115,25) (115,26) 315
