s (1,1) 761
(54,169) (54,170) 336
(55,169) (55,170) 801
(56,169) (56,170) 452
(57,169) (57,170) 588
(58,169) (58,170) 502
(59,169) (59,170) 418
(60,169) (60,170) 398
(61,169) (61,170) 674
(62,169) (62,170) 414
(63,169) (63,170) 231
(64,169) (64,170) 485
(65,169) (65,170) 395
(66,169) (66,170) 425
(67,169) (67,170) 627
(68,169) (68,170) 13
(69,169) (69,170) 56
(70,169) (70,170) 974
(71,169) (71,170) 128
(72,169) (72,170) 293
(73,169) (73,170) 174
(74,169) (74,170) 233
(75,169) (75,170) 747
(76,169) (76,170) 971
(77,169) (77,170) 75
(78,169) (78,170) 605
(79,169) (79,170) 235
(80,169) (80,170) 131
(81,169) (81,170) 532
(82,169) (82,170) 228
(83,169) (83,170) 518
(84,169) (84,170) 202
(85,169) (85,170) 184
(86,169) (86,170) 426
(87,169) (87,170) 943
(88,169) (88,170) 634
(89,169) (89,170) 605
(90,169) (90,170) 898
(91,169) (91,170) 711
(92,169) (92,170) 566
(93,169) (93,170) 989
(94,169) (94,170) 632
(95,169) (95,170) 391
(96,169) (96,170) 197
(97,169) (97,170) 852
(98,169) (98,170) 990
(99,169) (99,170) 440
(100,169) (100,170) 19
(101,169) (101,170) 537
(102,169) (102,170) 794
(103,169) (103,170) 48
(104,169) (104,170) 19
(105,169) (105,170) 895
(106,169) (106,170) 236
(107,169) (107,170) 930
(108,169) (108,170) 777
(109,169) (109,170) 390
(110,169) (110,170) 326
(111,169) (111,170) 672
(112,169) (112,170) 483
(113,169) (113,170) 323
(114,169) (114,170) 828
(115,169) (115,170) 663
(116,169) (116,170) 240
(117,169) (117,170) 241
(118,169) (118,170) 906
(119,169) (119,170) 870
(120,169) (120,170) 985
(121,169) (121,170) 962
(122,169) (122,170) 701
(123,169) (123,170) 532
(124,169) (124,170) 244
(125,169) (125,170) 534
(126,169) (126,170) 250
(127,169) (127,170) 782
(128,169) (128,170) 535
(129,169) (129,170) 198
(130,169) (130,170) 994
(131,169) (131,170) 826
(132,169) (132,170) 49
(133,169) (133,170) 406
(134,169) (134,170) 143
(135,169) (135,170) 724
(136,169) (136,170) 764
(137,169) (137,170) 397
(138,169) (138,170) 360
(139,169) (139,170) 306
(140,169) (140,170) 407
(141,169) (141,170) 66
(142,169) (142,170) 976
(143,169) (143,170) 253
(144,169) (144,170) 272
(145,169) (145,170) 557
(146,169) (146,170) 629
(147,169) (147,170) 63
(148,169) (148,170) 518
(149,169) (149,170) 406
(150,169) (150,170) 269
(151,169) (151,170) 627
(152,169) (152,170) 573
(153,169) (153,170) 398
(154,169) (154,170) 938
(155,169) (155,170) 133
(156,169) (156,170) 475
(157,169) (157,170) 257
(158,169) (158,170) 198
(159,169) (159,170) 359
(160,169) (160,170) 199
(161,169) (161,170) 173
(162,169) (162,170) 162
(163,169) (163,170) 821
(164,169) (164,170) 185
(165,169) (165,170) 353
(166,169) (166,170) 536
(167,169) (167,170) 991
(168,169) (168,170) 204
(169,169) (169,170) 333
(170,169) (170,170) 784
(171,169) (171,170) 632
(172,169) (172,170) 664
(173,169) (173,170) 658
(174,169) (174,170) 823
(175,169) (175,170) 471
(176,169) (176,170) 141
(177,169) (177,170) 901
(178,169) (178,170) 500
(179,169) (179,170) 314
(180,169) (180,170) 554
(181,169) (181,170) 901
(182,169) (182,170) 621
(183,169) (183,170) 521
(184,169) (184,170) 18
(185,169) (185,170) 206
(186,169) (186,170) 14
(187,169) (187,170) 614
(188,169) (188,170) 224
(189,169) (189,170) 714
(190,169) (190,170) 169
(191,169) (191,170) 279
(192,169) (192,170) 42
(193,169) (193,170) 108
(194,169) (194,170) 9
(195,169) (195,170) 509
(196,169) (196,170) 216
(197,169) (197,170) 296
(198,169) (198,170) 72
(199,169) (199,170) 61
(200,169) (200,170) 416
(201,169) (201,170) 610
(202,169) (202,170) 449
(203,169) (203,170) 617
(204,169) (204,170) 66
(205,169) (205,170) 177
(206,169) (206,170) 528
(207,169) (207,170) 946
(208,169) (208,170) 438
(209,169) (209,170) 896
(210,169) (210,170) 533
(211,169) (211,170) 819
(212,169) (212,170) 926
(213,169) (213,170) 801
(214,169) (214,170) 7
(215,169) (215,170) 349
(216,169) (216,170) 173
(217,169) (217,170) 542
(218,169) (218,170) 965
(219,169) (219,170) 947
(220,169) (220,170) 399
(221,169) (221,170) 478
(222,169) (222,170) 920
(223,169) (223,170) 353
(224,169) (224,170) 962
(225,169) (225,170) 680
(226,169) (226,170) 156
(227,169) (227,170) 430
(228,169) (228,170) 762
(229,169) (229,170) 110
(230,169) (230,170) 373
(231,169) (231,170) 315
(232,169) (232,170) 899
(233,169) (233,170) 273
(234,169) (234,170) 22
(235,169) (235,170) 327
(236,169) (236,170) 527
(237,169) (237,170) 797
(238,169) (238,170) 77
(239,169) (239,170) 256
(240,169) (240,170) 183
(241,169) (241,170) 257
(242,169) (242,170) 859
(243,169) (243,170) 448
(244,169) (244,170) 374
(245,169) (245,170) 126
(246,169) (246,170) 471
(247,169) (247,170) 74
(248,169) (248,170) 297
(249,169) (249,170) 690
(250,169) (250,170) 426
(1,170) (1,171) 863
(2,170) (2,171) 939
(3,170) (3,171) 63
(4,170) (4,171) 293
(5,170) (5,171) 906
(6,170) (6,171) 221
(7,170) (7,171) 172
(8,170) (8,171) 214
(9,170) (9,171) 428
(10,170) (10,171) 683
(11,170) (11,171) 704
(12,170) (12,171) 282
(13,170) (13,171) 980
(14,170) (14,171) 601
(15,170) (15,171) 894
(16,170) (16,171) 252
(17,170) (17,171) 783
(18,170) (18,171) 476
(19,170) (19,171) 762
(20,170) (20,171) 356
(21,170) (21,171) 976
(22,170) (22,171) 661
(23,170) (23,171) 270
(24,170) (24,171) 123
(25,170) (25,171) 260
(26,170) (26,171) 904
(27,170) (27,171) 49
(28,170) (28,171) 394
(29,170) (29,171) 156
(30,170) (30,171) 275
(31,170) (31,171) 789
(32,170) (32,171) 586
(33,170) (33,171) 24
(34,170) (34,171) 890
(35,170) (35,171) 867
(36,170) (36,171) 29
(37,170) (37,171) 653
(38,170) (38,171) 487
(39,170) (39,171) 909
(40,170) (40,171) 244
(41,170) (41,171) 818
(42,170) (42,171) 278
(43,170) (43,171) 824
(44,170) (44,171) 755
(45,170) (45,171) 205
(46,170) (46,171) 655
(47,170) (47,171) 340
(48,170) (48,171) 287
(49,170) (49,171) 277
(50,170) (50,171) 581
(51,170) (51,171) 610
(52,170) (52,171) 239
(53,170) (53,171) 339
(54,170) (54,171) 715
(55,170) (55,171) 889
(56,170) (56,171) 672
(57,170) (57,171) 930
(58,170) (58,171) 662
(59,170) (59,171) 244
(60,170) (60,171) 202
(61,170) (61,171) 576
(62,170) (62,171) 734
(63,170) (63,171) 811
(64,170) (64,171) 384
(65,170) (65,171) 880
(66,170) (66,171) 942
(67,170) (67,171) 197
(68,170) (68,171) 69
(69,170) (69,171) 630
(70,170) (70,171) 354
(71,170) (71,171) 791
(72,170) (72,171) 842
(73,170) (73,171) 238
(74,170) (74,171) 8
(75,170) (75,171) 572
(76,170) (76,171) 868
(77,170) (77,171) 17
(78,170) (78,171) 464
(79,170) (79,171) 520
(80,170) (80,171) 194
(81,170) (81,171) 989
(82,170) (82,171) 621
(83,170) (83,171) 258
(84,170) (84,171) 676
(85,170) (85,171) 343
(86,170) (86,171) 909
(87,170) (87,171) 694
(88,170) (88,171) 350
(89,170) (89,171) 120
(90,170) (90,171) 773
(91,170) (91,171) 237
(92,170) (92,171) 76
(93,170) (93,171) 137
(94,170) (94,171) 910
(95,170) (95,171) 890
(96,170) (96,171) 696
(97,170) (97,171) 748
(98,170) (98,171) 852
(99,170) (99,171) 793
(100,170) (100,171) 399
(101,170) (101,171) 681
(102,170) (102,171) 660
(103,170) (103,171) 645
(104,170) (104,171) 442
(105,170) (105,171) 810
(106,170) (106,171) 61
(107,170) (107,171) 518
(108,170) (108,171) 361
(109,170) (109,171) 844
(110,170) (110,171) 616
(111,170) (111,171) 814
(112,170) (112,171) 41
(113,170) (113,171) 866
(114,170) (114,171) 850
(115,170) (115,171) 39
(116,170) (116,171) 53
(117,170) (117,171) 199
(118,170) (118,171) 968
(119,170) (119,171) 331
(120,170) (120,171) 66
(121,170) (121,171) 664
(122,170) (122,171) 873
(123,170) (123,171) 238
(124,170) (124,171) 85
(125,170) (125,171) 948
(126,170) (126,171) 711
(127,170) (127,171) 764
(128,170) (128,171) 528
(129,170) (129,171) 761
(130,170) (130,171) 439
(131,170) (131,171) 203
(132,170) (132,171) 217
(133,170) (133,171) 924
(134,170) (134,171) 97
(135,170) (135,171) 445
(136,170) (136,171) 203
(137,170) (137,171) 52
(138,170) (138,171) 329
(139,170) (139,171) 772
(140,170) (140,171) 893
(141,170) (141,171) 939
(142,170) (142,171) 387
(143,170) (143,171) 761
(144,170) (144,171) 121
(145,170) (145,171) 746
(146,170) (146,171) 790
(147,170) (147,171) 300
(148,170) (148,171) 144
(149,170) (149,171) 32
(150,170) (150,171) 23
(151,170) (151,171) 610
(152,170) (152,171) 256
(153,170) (153,171) 767
(154,170) (154,171) 670
(155,170) (155,171) 405
(156,170) (156,171) 127
(157,170) (157,171) 772
(158,170) (158,171) 469
(159,170) (159,171) 118
(160,170) (160,171) 369
(161,170) (161,171) 617
(162,170) (162,171) 349
(163,170) (163,171) 759
(164,170) (164,171) 350
(165,170) (165,171) 248
(166,170) (166,171) 787
(167,170) (167,171) 224
(168,170) (168,171) 207
(169,170) (169,171) 982
(170,170) (170,171) 584
(171,170) (171,171) 353
(172,170) (172,171) 302
(173,170) (173,171) 289
(174,170) (174,171) 126
(175,170) (175,171) 847
(176,170) (176,171) 197
(177,170) (177,171) 960
(178,170) (178,171) 470
(179,170) (179,171) 204
(180,170) (180,171) 743
(181,170) (181,171) 821
(182,170) (182,171) 622
(183,170) (183,171) 751
(184,170) (184,171) 67
(185,170) (185,171) 777
(186,170) (186,171) 559
(187,170) (187,171) 925
(188,170) (188,171) 440
(189,170) (189,171) 725
(190,170) (190,171) 301
(191,170) (191,171) 739
(192,170) (192,171) 386
(193,170) (193,171) 33
(194,170) (194,171) 856
(195,170) (195,171) 722
(196,170) (196,171) 457
(197,170) (197,171) 803
(198,170) (198,171) 704
(199,170) (199,171) 277
(200,170) (200,171) 194
(201,170) (201,171) 141
(202,170) (202,171) 285
(203,170) (203,171) 217
(204,170) (204,171) 47
(205,170) (205,171) 379
(206,170) (206,171) 172
(207,170) (207,171) 145
(208,170) (208,171) 730
(209,170) (209,171) 15
(210,170) (210,171) 445
(211,170) (211,171) 614
(212,170) (212,171) 16
(213,170) (213,171) 699
(214,170) (214,171) 361
(215,170) (215,171) 343
(216,170) (216,171) 200
(217,170) (217,171) 907
(218,170) (218,171) 842
(219,170) (219,171) 299
(220,170) (220,171) 370
(221,170) (221,171) 84
(222,170) (222,171) 618
(223,170) (223,171) 568
(224,170) (224,171) 300
(225,170) (225,171) 285
(226,170) (226,171) 325
(227,170) (227,171) 414
(228,170) (228,171) 664
(229,170) (229,171) 568
(230,170) (230,171) 803
(231,170) (231,171) 398
(232,170) (232,171) 801
(233,170) (233,171) 645
(234,170) (234,171) 253
(235,170) (235,171) 72
(236,170) (236,171) 532
(237,170) (237,171) 28
(238,170) (238,171) 65
(239,170) (239,171) 462
(240,170) (240,171) 588
(241,170) (241,171) 468
(242,170) (242,171) 665
(243,170) (243,171) 291
(244,170) (244,171) 461
(245,170) (245,171) 901
(246,170) (246,171) 333
(247,170) (247,171) 566
(248,170) (248,171) 818
(249,170) (249,171) 830
(250,170) (250,171) 657
(1,171) (1,172) 449
(2,171) (2,172) 419
(3,171) (3,172) 788
(4,171) (4,172) 857
(5,171) (5,172) 865
(6,171) (6,172) 222
(7,171) (7,172) 689
(8,171) (8,172) 64
(9,171) (9,172) 361
(10,171) (10,172) 629
(11,171) (11,172) 964
(12,171) (12,172) 704
(13,171) (13,172) 999
(14,171) (14,172) 8
(15,171) (15,172) 906
(16,171) (16,172) 140
(17,171) (17,172) 883
(18,171) (18,172) 153
(19,171) (19,172) 840
(20,171) (20,172) 826
(21,171) (21,172) 216
(22,171) (22,172) 734
(23,171) (23,172) 516
(24,171) (24,172) 308
(25,171) (25,172) 656
(26,171) (26,172) 884
(27,171) (27,172) 792
(28,171) (28,172) 29
(29,171) (29,172) 712
(30,171) (30,172) 358
(31,171) (31,172) 529
(32,171) (32,172) 153
(33,171) (33,172) 141
(34,171) (34,172) 29
(35,171) (35,172) 762
(36,171) (36,172) 397
(37,171) (37,172) 321
(38,171) (38,172) 113
(39,171) (39,172) 288
(40,171) (40,172) 589
(41,171) (41,172) 710
(42,171) (42,172) 982
(43,171) (43,172) 90
(44,171) (44,172) 924
(45,171) (45,172) 278
(46,171) (46,172) 762
(47,171) (47,172) 744
(48,171) (48,172) 822
(49,171) (49,172) 717
(50,171) (50,172) 218
(51,171) (51,172) 972
(52,171) (52,172) 986
(53,171) (53,172) 651
(54,171) (54,172) 997
(55,171) (55,172) 185
(56,171) (56,172) 931
(57,171) (57,172) 810
(58,171) (58,172) 56
(59,171) (59,172) 62
(60,171) (60,172) 525
(61,171) (61,172) 856
(62,171) (62,172) 704
(63,171) (63,172) 527
(64,171) (64,172) 501
(65,171) (65,172) 169
(66,171) (66,172) 166
(67,171) (67,172) 817
(68,171) (68,172) 290
(69,171) (69,172) 941
(70,171) (70,172) 500
(71,171) (71,172) 480
(72,171) (72,172) 119
(73,171) (73,172) 9
(74,171) (74,172) 134
(75,171) (75,172) 351
(76,171) (76,172) 58
(77,171) (77,172) 653
(78,171) (78,172) 220
(79,171) (79,172) 106
(80,171) (80,172) 182
(81,171) (81,172) 561
(82,171) (82,172) 356
(83,171) (83,172) 267
(84,171) (84,172) 749
(85,171) (85,172) 373
(86,171) (86,172) 516
(87,171) (87,172) 840
(88,171) (88,172) 938
(89,171) (89,172) 395
(90,171) (90,172) 13
(91,171) (91,172) 766
(92,171) (92,172) 770
(93,171) (93,172) 771
(94,171) (94,172) 779
(95,171) (95,172) 204
(96,171) (96,172) 554
(97,171) (97,172) 859
(98,171) (98,172) 232
(99,171) (99,172) 838
(100,171) (100,172) 12
(101,171) (101,172) 865
(102,171) (102,172) 281
(103,171) (103,172) 675
(104,171) (104,172) 3
(105,171) (105,172) 31
(106,171) (106,172) 345
(107,171) (107,172) 230
(108,171) (108,172) 38
(109,171) (109,172) 265
(110,171) (110,172) 681
(111,171) (111,172) 478
(112,171) (112,172) 762
(113,171) (113,172) 837
(114,171) (114,172) 681
(115,171) (115,172) 306
(116,171) (116,172) 919
(117,171) (117,172) 736
(118,171) (118,172) 567
(119,171) (119,172) 581
(120,171) (120,172) 188
(121,171) (121,172) 905
(122,171) (122,172) 286
(123,171) (123,172) 297
(124,171) (124,172) 95
(125,171) (125,172) 100
(126,171) (126,172) 43
(127,171) (127,172) 451
(128,171) (128,172) 53
(129,171) (129,172) 630
(130,171) (130,172) 777
(131,171) (131,172) 843
(132,171) (132,172) 191
(133,171) (133,172) 904
(134,171) (134,172) 964
(135,171) (135,172) 831
(136,171) (136,172) 909
(137,171) (137,172) 186
(138,171) (138,172) 338
(139,171) (139,172) 171
(140,171) (140,172) 5
(141,171) (141,172) 629
(142,171) (142,172) 270
(143,171) (143,172) 7
(144,171) (144,172) 260
(145,171) (145,172) 4
(146,171) (146,172) 862
(147,171) (147,172) 172
(148,171) (148,172) 701
(149,171) (149,172) 920
(150,171) (150,172) 180
(151,171) (151,172) 124
(152,171) (152,172) 751
(153,171) (153,172) 303
(154,171) (154,172) 361
(155,171) (155,172) 325
(156,171) (156,172) 888
(157,171) (157,172) 73
(158,171) (158,172) 349
(159,171) (159,172) 330
(160,171) (160,172) 416
(161,171) (161,172) 334
(162,171) (162,172) 540
(163,171) (163,172) 983
(164,171) (164,172) 600
(165,171) (165,172) 79
(166,171) (166,172) 66
(167,171) (167,172) 142
(168,171) (168,172) 649
(169,171) (169,172) 935
(170,171) (170,172) 351
(171,171) (171,172) 779
(172,171) (172,172) 529
(173,171) (173,172) 110
(174,171) (174,172) 14
(175,171) (175,172) 264
(176,171) (176,172) 145
(177,171) (177,172) 739
(178,171) (178,172) 239
(179,171) (179,172) 190
(180,171) (180,172) 690
(181,171) (181,172) 98
(182,171) (182,172) 308
(183,171) (183,172) 409
(184,171) (184,172) 733
(185,171) (185,172) 145
(186,171) (186,172) 769
(187,171) (187,172) 134
(188,171) (188,172) 785
(189,171) (189,172) 123
(190,171) (190,172) 924
(191,171) (191,172) 195
(192,171) (192,172) 87
(193,171) (193,172) 792
(194,171) (194,172) 580
(195,171) (195,172) 347
(196,171) (196,172) 290
(197,171) (197,172) 626
(198,171) (198,172) 279
(199,171) (199,172) 14
(200,171) (200,172) 123
(201,171) (201,172) 11
(202,171) (202,172) 843
(203,171) (203,172) 177
(204,171) (204,172) 640
(205,171) (205,172) 256
(206,171) (206,172) 77
(207,171) (207,172) 726
(208,171) (208,172) 468
(209,171) (209,172) 92
(210,171) (210,172) 544
(211,171) (211,172) 971
(212,171) (212,172) 978
(213,171) (213,172) 562
(214,171) (214,172) 270
(215,171) (215,172) 391
(216,171) (216,172) 371
(217,171) (217,172) 76
(218,171) (218,172) 226
(219,171) (219,172) 927
(220,171) (220,172) 319
(221,171) (221,172) 353
(222,171) (222,172) 437
(223,171) (223,172) 772
(224,171) (224,172) 464
(225,171) (225,172) 206
(226,171) (226,172) 567
(227,171) (227,172) 421
(228,171) (228,172) 362
(229,171) (229,172) 484
(230,171) (230,172) 806
(231,171) (231,172) 193
(232,171) (232,172) 542
(233,171) (233,172) 705
(234,171) (234,172) 882
(235,171) (235,172) 169
(236,171) (236,172) 550
(237,171) (237,172) 486
(238,171) (238,172) 633
(239,171) (239,172) 886
(240,171) (240,172) 491
(241,171) (241,172) 573
(242,171) (242,172) 974
(243,171) (243,172) 487
(244,171) (244,172) 490
(245,171) (245,172) 316
(246,171) (246,172) 971
(247,171) (247,172) 676
(248,171) (248,172) 621
(249,171) (249,172) 410
(250,171) (250,172) 776
(1,172) (1,173) 828
(2,172) (2,173) 253
(3,172) (3,173) 5
(4,172) (4,173) 300
(5,172) (5,173) 271
(6,172) (6,173) 837
(7,172) (7,173) 302
(8,172) (8,173) 920
(9,172) (9,173) 521
(10,172) (10,173) 746
(11,172) (11,173) 962
(12,172) (12,173) 523
(13,172) (13,173) 180
(14,172) (14,173) 423
(15,172) (15,173) 789
(16,172) (16,173) 304
(17,172) (17,173) 672
(18,172) (18,173) 997
(19,172) (19,173) 53
(20,172) (20,173) 348
(21,172) (21,173) 322
(22,172) (22,173) 456
(23,172) (23,173) 560
(24,172) (24,173) 211
(25,172) (25,173) 695
(26,172) (26,173) 388
(27,172) (27,173) 683
(28,172) (28,173) 754
(29,172) (29,173) 459
(30,172) (30,173) 526
(31,172) (31,173) 153
(32,172) (32,173) 903
(33,172) (33,173) 82
(34,172) (34,173) 911
(35,172) (35,173) 316
(36,172) (36,173) 220
(37,172) (37,173) 233
(38,172) (38,173) 995
(39,172) (39,173) 243
(40,172) (40,173) 987
(41,172) (41,173) 938
(42,172) (42,173) 32
(43,172) (43,173) 47
(44,172) (44,173) 435
(45,172) (45,173) 803
(46,172) (46,173) 914
(47,172) (47,173) 555
(48,172) (48,173) 433
(49,172) (49,173) 946
(50,172) (50,173) 963
(51,172) (51,173) 760
(52,172) (52,173) 402
(53,172) (53,173) 631
(54,172) (54,173) 176
(55,172) (55,173) 347
(56,172) (56,173) 748
(57,172) (57,173) 350
(58,172) (58,173) 830
(59,172) (59,173) 308
(60,172) (60,173) 85
(61,172) (61,173) 479
(62,172) (62,173) 443
(63,172) (63,173) 396
(64,172) (64,173) 243
(65,172) (65,173) 244
(66,172) (66,173) 730
(67,172) (67,173) 201
(68,172) (68,173) 770
(69,172) (69,173) 822
(70,172) (70,173) 710
(71,172) (71,173) 312
(72,172) (72,173) 260
(73,172) (73,173) 540
(74,172) (74,173) 783
(75,172) (75,173) 81
(76,172) (76,173) 474
(77,172) (77,173) 362
(78,172) (78,173) 187
(79,172) (79,173) 560
(80,172) (80,173) 281
(81,172) (81,173) 506
(82,172) (82,173) 739
(83,172) (83,173) 141
(84,172) (84,173) 360
(85,172) (85,173) 497
(86,172) (86,173) 582
(87,172) (87,173) 401
(88,172) (88,173) 677
(89,172) (89,173) 504
(90,172) (90,173) 252
(91,172) (91,173) 779
(92,172) (92,173) 808
(93,172) (93,173) 285
(94,172) (94,173) 928
(95,172) (95,173) 502
(96,172) (96,173) 504
(97,172) (97,173) 334
(98,172) (98,173) 81
(99,172) (99,173) 441
(100,172) (100,173) 257
(101,172) (101,173) 306
(102,172) (102,173) 586
(103,172) (103,173) 268
(104,172) (104,173) 734
(105,172) (105,173) 20
(106,172) (106,173) 604
(107,172) (107,173) 665
(108,172) (108,173) 243
(109,172) (109,173) 700
(110,172) (110,173) 461
(111,172) (111,173) 470
(112,172) (112,173) 364
(113,172) (113,173) 260
(114,172) (114,173) 90
(115,172) (115,173) 798
(116,172) (116,173) 257
(117,172) (117,173) 916
(118,172) (118,173) 808
(119,172) (119,173) 254
(120,172) (120,173) 499
(121,172) (121,173) 714
(122,172) (122,173) 184
(123,172) (123,173) 515
(124,172) (124,173) 304
(125,172) (125,173) 394
(126,172) (126,173) 185
(127,172) (127,173) 30
(128,172) (128,173) 450
(129,172) (129,173) 165
(130,172) (130,173) 856
(131,172) (131,173) 928
(132,172) (132,173) 965
(133,172) (133,173) 657
(134,172) (134,173) 866
(135,172) (135,173) 336
(136,172) (136,173) 199
(137,172) (137,173) 413
(138,172) (138,173) 754
(139,172) (139,173) 870
(140,172) (140,173) 459
(141,172) (141,173) 735
(142,172) (142,173) 205
(143,172) (143,173) 747
(144,172) (144,173) 886
(145,172) (145,173) 252
(146,172) (146,173) 827
(147,172) (147,173) 911
(148,172) (148,173) 450
(149,172) (149,173) 268
(150,172) (150,173) 456
(151,172) (151,173) 895
(152,172) (152,173) 920
(153,172) (153,173) 167
(154,172) (154,173) 664
(155,172) (155,173) 41
(156,172) (156,173) 32
(157,172) (157,173) 168
(158,172) (158,173) 882
(159,172) (159,173) 725
(160,172) (160,173) 685
(161,172) (161,173) 500
(162,172) (162,173) 619
(163,172) (163,173) 946
(164,172) (164,173) 700
(165,172) (165,173) 431
(166,172) (166,173) 179
(167,172) (167,173) 57
(168,172) (168,173) 778
(169,172) (169,173) 396
(170,172) (170,173) 269
(171,172) (171,173) 90
(172,172) (172,173) 517
(173,172) (173,173) 262
(174,172) (174,173) 151
(175,172) (175,173) 186
(176,172) (176,173) 355
(177,172) (177,173) 519
(178,172) (178,173) 530
(179,172) (179,173) 558
(180,172) (180,173) 311
(181,172) (181,173) 652
(182,172) (182,173) 403
(183,172) (183,173) 446
(184,172) (184,173) 378
(185,172) (185,173) 764
(186,172) (186,173) 464
(187,172) (187,173) 352
(188,172) (188,173) 621
(189,172) (189,173) 540
(190,172) (190,173) 526
(191,172) (191,173) 560
(192,172) (192,173) 557
(193,172) (193,173) 816
(194,172) (194,173) 167
(195,172) (195,173) 458
(196,172) (196,173) 455
(197,172) (197,173) 783
(198,172) (198,173) 593
(199,172) (199,173) 716
(200,172) (200,173) 699
(201,172) (201,173) 611
(202,172) (202,173) 705
(203,172) (203,173) 610
(204,172) (204,173) 870
(205,172) (205,173) 332
(206,172) (206,173) 599
(207,172) (207,173) 239
(208,172) (208,173) 751
(209,172) (209,173) 497
(210,172) (210,173) 275
(211,172) (211,173) 372
(212,172) (212,173) 923
(213,172) (213,173) 554
(214,172) (214,173) 269
(215,172) (215,173) 1
(216,172) (216,173) 675
(217,172) (217,173) 44
(218,172) (218,173) 618
(219,172) (219,173) 726
(220,172) (220,173) 763
(221,172) (221,173) 562
(222,172) (222,173) 802
(223,172) (223,173) 956
(224,172) (224,173) 46
(225,172) (225,173) 764
(226,172) (226,173) 119
(227,172) (227,173) 4
(228,172) (228,173) 229
(229,172) (229,173) 119
(230,172) (230,173) 680
(231,172) (231,173) 852
(232,172) (232,173) 558
(233,172) (233,173) 241
(234,172) (234,173) 611
(235,172) (235,173) 882
(236,172) (236,173) 233
(237,172) (237,173) 855
(238,172) (238,173) 889
(239,172) (239,173) 846
(240,172) (240,173) 182
(241,172) (241,173) 357
(242,172) (242,173) 26
(243,172) (243,173) 664
(244,172) (244,173) 162
(245,172) (245,173) 936
(246,172) (246,173) 290
(247,172) (247,173) 483
(248,172) (248,173) 217
(249,172) (249,173) 196
(250,172) (250,173) 132
(1,173) (1,174) 973
(2,173) (2,174) 301
(3,173) (3,174) 742
(4,173) (4,174) 170
(5,173) (5,174) 683
(6,173) (6,174) 52
(7,173) (7,174) 533
(8,173) (8,174) 863
(9,173) (9,174) 678
(10,173) (10,174) 304
(11,173) (11,174) 209
(12,173) (12,174) 171
(13,173) (13,174) 124
(14,173) (14,174) 919
(15,173) (15,174) 616
(16,173) (16,174) 510
(17,173) (17,174) 93
(18,173) (18,174) 547
(19,173) (19,174) 945
(20,173) (20,174) 344
(21,173) (21,174) 859
(22,173) (22,174) 500
(23,173) (23,174) 375
(24,173) (24,174) 404
(25,173) (25,174) 292
(26,173) (26,174) 57
(27,173) (27,174) 556
(28,173) (28,174) 397
(29,173) (29,174) 920
(30,173) (30,174) 302
(31,173) (31,174) 207
(32,173) (32,174) 329
(33,173) (33,174) 25
(34,173) (34,174) 351
(35,173) (35,174) 747
(36,173) (36,174) 538
(37,173) (37,174) 147
(38,173) (38,174) 683
(39,173) (39,174) 94
(40,173) (40,174) 11
(41,173) (41,174) 410
(42,173) (42,174) 492
(43,173) (43,174) 739
(44,173) (44,174) 456
(45,173) (45,174) 962
(46,173) (46,174) 466
(47,173) (47,174) 356
(48,173) (48,174) 78
(49,173) (49,174) 864
(50,173) (50,174) 767
(51,173) (51,174) 671
(52,173) (52,174) 849
(53,173) (53,174) 811
(54,173) (54,174) 997
(55,173) (55,174) 747
(56,173) (56,174) 228
(57,173) (57,174) 645
(58,173) (58,174) 12
(59,173) (59,174) 352
(60,173) (60,174) 811
(61,173) (61,174) 804
(62,173) (62,174) 256
(63,173) (63,174) 561
(64,173) (64,174) 565
(65,173) (65,174) 543
(66,173) (66,174) 446
(67,173) (67,174) 119
(68,173) (68,174) 30
(69,173) (69,174) 215
(70,173) (70,174) 815
(71,173) (71,174) 163
(72,173) (72,174) 600
(73,173) (73,174) 861
(74,173) (74,174) 150
(75,173) (75,174) 767
(76,173) (76,174) 73
(77,173) (77,174) 802
(78,173) (78,174) 971
(79,173) (79,174) 497
(80,173) (80,174) 663
(81,173) (81,174) 470
(82,173) (82,174) 354
(83,173) (83,174) 253
(84,173) (84,174) 304
(85,173) (85,174) 328
(86,173) (86,174) 6
(87,173) (87,174) 30
(88,173) (88,174) 15
(89,173) (89,174) 959
(90,173) (90,174) 902
(91,173) (91,174) 577
(92,173) (92,174) 24
(93,173) (93,174) 435
(94,173) (94,174) 673
(95,173) (95,174) 135
(96,173) (96,174) 701
(97,173) (97,174) 35
(98,173) (98,174) 414
(99,173) (99,174) 533
(100,173) (100,174) 825
(101,173) (101,174) 556
(102,173) (102,174) 5
(103,173) (103,174) 753
(104,173) (104,174) 761
(105,173) (105,174) 802
(106,173) (106,174) 273
(107,173) (107,174) 154
(108,173) (108,174) 755
(109,173) (109,174) 166
(110,173) (110,174) 222
(111,173) (111,174) 436
(112,173) (112,174) 998
(113,173) (113,174) 604
(114,173) (114,174) 463
(115,173) (115,174) 543
(116,173) (116,174) 433
(117,173) (117,174) 192
(118,173) (118,174) 633
(119,173) (119,174) 916
(120,173) (120,174) 968
(121,173) (121,174) 861
(122,173) (122,174) 556
(123,173) (123,174) 780
(124,173) (124,174) 56
(125,173) (125,174) 481
(126,173) (126,174) 967
(127,173) (127,174) 412
(128,173) (128,174) 988
(129,173) (129,174) 832
