s (1,1) 500
(239,132) (239,133) 802
(240,132) (240,133) 490
(241,132) (241,133) 271
(242,132) (242,133) 137
(243,132) (243,133) 26
(244,132) (244,133) 744
(245,132) (245,133) 468
(246,132) (246,133) 968
(247,132) (247,133) 370
(248,132) (248,133) 58
(249,132) (249,133) 541
(250,132) (250,133) 890
(1,133) (1,134) 36
(2,133) (2,134) 436
(3,133) (3,134) 331
(4,133) (4,134) 532
(5,133) (5,134) 441
(6,133) (6,134) 721
(7,133) (7,134) 320
(8,133) (8,134) 350
(9,133) (9,134) 760
(10,133) (10,134) 378
(11,133) (11,134) 252
(12,133) (12,134) 139
(13,133) (13,134) 988
(14,133) (14,134) 643
(15,133) (15,134) 813
(16,133) (16,134) 694
(17,133) (17,134) 593
(18,133) (18,134) 423
(19,133) (19,134) 242
(20,133) (20,134) 535
(21,133) (21,134) 3
(22,133) (22,134) 379
(23,133) (23,134) 548
(24,133) (24,134) 101
(25,133) (25,134) 35
(26,133) (26,134) 168
(27,133) (27,134) 850
(28,133) (28,134) 894
(29,133) (29,134) 719
(30,133) (30,134) 498
(31,133) (31,134) 919
(32,133) (32,134) 842
(33,133) (33,134) 613
(34,133) (34,134) 190
(35,133) (35,134) 450
(36,133) (36,134) 502
(37,133) (37,134) 92
(38,133) (38,134) 920
(39,133) (39,134) 754
(40,133) (40,134) 492
(41,133) (41,134) 519
(42,133) (42,134) 954
(43,133) (43,134) 636
(44,133) (44,134) 863
(45,133) (45,134) 534
(46,133) (46,134) 424
(47,133) (47,134) 867
(48,133) (48,134) 388
(49,133) (49,134) 506
(50,133) (50,134) 688
(51,133) (51,134) 546
(52,133) (52,134) 724
(53,133) (53,134) 757
(54,133) (54,134) 368
(55,133) (55,134) 224
(56,133) (56,134) 726
(57,133) (57,134) 868
(58,133) (58,134) 576
(59,133) (59,134) 865
(60,133) (60,134) 201
(61,133) (61,134) 467
(62,133) (62,134) 422
(63,133) (63,134) 397
(64,133) (64,134) 951
(65,133) (65,134) 547
(66,133) (66,134) 560
(67,133) (67,134) 176
(68,133) (68,134) 973
(69,133) (69,134) 130
(70,133) (70,134) 363
(71,133) (71,134) 885
(72,133) (72,134) 616
(73,133) (73,134) 919
(74,133) (74,134) 426
(75,133) (75,134) 696
(76,133) (76,134) 785
(77,133) (77,134) 560
(78,133) (78,134) 659
(79,133) (79,134) 14
(80,133) (80,134) 633
(81,133) (81,134) 458
(82,133) (82,134) 148
(83,133) (83,134) 875
(84,133) (84,134) 216
(85,133) (85,134) 276
(86,133) (86,134) 955
(87,133) (87,134) 320
(88,133) (88,134) 46
(89,133) (89,134) 161
(90,133) (90,134) 827
(91,133) (91,134) 838
(92,133) (92,134) 268
(93,133) (93,134) 600
(94,133) (94,134) 241
(95,133) (95,134) 356
(96,133) (96,134) 797
(97,133) (97,134) 385
(98,133) (98,134) 414
(99,133) (99,134) 592
(100,133) (100,134) 911
(101,133) (101,134) 415
(102,133) (102,134) 8
(103,133) (103,134) 966
(104,133) (104,134) 6
(105,133) (105,134) 652
(106,133) (106,134) 776
(107,133) (107,134) 299
(108,133) (108,134) 423
(109,133) (109,134) 341
(110,133) (110,134) 464
(111,133) (111,134) 244
(112,133) (112,134) 201
(113,133) (113,134) 196
(114,133) (114,134) 862
(115,133) (115,134) 392
(116,133) (116,134) 231
(117,133) (117,134) 564
(118,133) (118,134) 369
(119,133) (119,134) 990
(120,133) (120,134) 874
(121,133) (121,134) 180
(122,133) (122,134) 525
(123,133) (123,134) 372
(124,133) (124,134) 732
(125,133) (125,134) 995
(126,133) (126,134) 25
(127,133) (127,134) 622
(128,133) (128,134) 256
(129,133) (129,134) 380
(130,133) (130,134) 269
(131,133) (131,134) 375
(132,133) (132,134) 701
(133,133) (133,134) 918
(134,133) (134,134) 128
(135,133) (135,134) 623
(136,133) (136,134) 753
(137,133) (137,134) 275
(138,133) (138,134) 808
(139,133) (139,134) 698
(140,133) (140,134) 738
(141,133) (141,134) 891
(142,133) (142,134) 523
(143,133) (143,134) 112
(144,133) (144,134) 488
(145,133) (145,134) 780
(146,133) (146,134) 930
(147,133) (147,134) 534
(148,133) (148,134) 590
(149,133) (149,134) 384
(150,133) (150,134) 294
(151,133) (151,134) 792
(152,133) (152,134) 343
(153,133) (153,134) 60
(154,133) (154,134) 786
(155,133) (155,134) 705
(156,133) (156,134) 269
(157,133) (157,134) 696
(158,133) (158,134) 608
(159,133) (159,134) 425
(160,133) (160,134) 52
(161,133) (161,134) 791
(162,133) (162,134) 432
(163,133) (163,134) 417
(164,133) (164,134) 278
(165,133) (165,134) 101
(166,133) (166,134) 218
(167,133) (167,134) 30
(168,133) (168,134) 983
(169,133) (169,134) 320
(170,133) (170,134) 580
(171,133) (171,134) 224
(172,133) (172,134) 705
(173,133) (173,134) 156
(174,133) (174,134) 280
(175,133) (175,134) 174
(176,133) (176,134) 298
(177,133) (177,134) 703
(178,133) (178,134) 789
(179,133) (179,134) 496
(180,133) (180,134) 217
(181,133) (181,134) 142
(182,133) (182,134) 574
(183,133) (183,134) 793
(184,133) (184,134) 671
(185,133) (185,134) 586
(186,133) (186,134) 735
(187,133) (187,134) 503
(188,133) (188,134) 290
(189,133) (189,134) 555
(190,133) (190,134) 803
(191,133) (191,134) 895
(192,133) (192,134) 301
(193,133) (193,134) 31
(194,133) (194,134) 75
(195,133) (195,134) 514
(196,133) (196,134) 883
(197,133) (197,134) 518
(198,133) (198,134) 841
(199,133) (199,134) 198
(200,133) (200,134) 283
(201,133) (201,134) 509
(202,133) (202,134) 226
(203,133) (203,134) 826
(204,133) (204,134) 997
(205,133) (205,134) 566
(206,133) (206,134) 306
(207,133) (207,134) 843
(208,133) (208,134) 715
(209,133) (209,134) 968
(210,133) (210,134) 570
(211,133) (211,134) 180
(212,133) (212,134) 459
(213,133) (213,134) 792
(214,133) (214,134) 252
(215,133) (215,134) 981
(216,133) (216,134) 312
(217,133) (217,134) 12
(218,133) (218,134) 391
(219,133) (219,134) 698
(220,133) (220,134) 136
(221,133) (221,134) 888
(222,133) (222,134) 846
(223,133) (223,134) 598
(224,133) (224,134) 744
(225,133) (225,134) 623
(226,133) (226,134) 114
(227,133) (227,134) 789
(228,133) (228,134) 219
(229,133) (229,134) 783
(230,133) (230,134) 368
(231,133) (231,134) 283
(232,133) (232,134) 410
(233,133) (233,134) 33
(234,133) (234,134) 270
(235,133) (235,134) 180
(236,133) (236,134) 733
(237,133) (237,134) 19
(238,133) (238,134) 838
(239,133) (239,134) 697
(240,133) (240,134) 575
(241,133) (241,134) 580
(242,133) (242,134) 901
(243,133) (243,134) 539
(244,133) (244,134) 32
(245,133) (245,134) 780
(246,133) (246,134) 885
(247,133) (247,134) 336
(248,133) (248,134) 261
(249,133) (249,134) 237
(250,133) (250,134) 694
(1,134) (1,135) 935
(2,134) (2,135) 234
(3,134) (3,135) 506
(4,134) (4,135) 828
(5,134) (5,135) 793
(6,134) (6,135) 95
(7,134) (7,135) 947
(8,134) (8,135) 962
(9,134) (9,135) 126
(10,134) (10,135) 232
(11,134) (11,135) 346
(12,134) (12,135) 676
(13,134) (13,135) 257
(14,134) (14,135) 382
(15,134) (15,135) 621
(16,134) (16,135) 794
(17,134) (17,135) 346
(18,134) (18,135) 267
(19,134) (19,135) 576
(20,134) (20,135) 600
(21,134) (21,135) 206
(22,134) (22,135) 83
(23,134) (23,135) 638
(24,134) (24,135) 122
(25,134) (25,135) 916
(26,134) (26,135) 893
(27,134) (27,135) 356
(28,134) (28,135) 245
(29,134) (29,135) 846
(30,134) (30,135) 673
(31,134) (31,135) 842
(32,134) (32,135) 401
(33,134) (33,135) 826
(34,134) (34,135) 700
(35,134) (35,135) 103
(36,134) (36,135) 963
(37,134) (37,135) 132
(38,134) (38,135) 847
(39,134) (39,135) 928
(40,134) (40,135) 86
(41,134) (41,135) 99
(42,134) (42,135) 286
(43,134) (43,135) 284
(44,134) (44,135) 961
(45,134) (45,135) 533
(46,134) (46,135) 484
(47,134) (47,135) 575
(48,134) (48,135) 708
(49,134) (49,135) 423
(50,134) (50,135) 291
(51,134) (51,135) 129
(52,134) (52,135) 444
(53,134) (53,135) 620
(54,134) (54,135) 673
(55,134) (55,135) 362
(56,134) (56,135) 590
(57,134) (57,135) 305
(58,134) (58,135) 678
(59,134) (59,135) 405
(60,134) (60,135) 296
(61,134) (61,135) 371
(62,134) (62,135) 18
(63,134) (63,135) 310
(64,134) (64,135) 635
(65,134) (65,135) 638
(66,134) (66,135) 907
(67,134) (67,135) 601
(68,134) (68,135) 405
(69,134) (69,135) 148
(70,134) (70,135) 484
(71,134) (71,135) 841
(72,134) (72,135) 498
(73,134) (73,135) 790
(74,134) (74,135) 218
(75,134) (75,135) 905
(76,134) (76,135) 683
(77,134) (77,135) 233
(78,134) (78,135) 80
(79,134) (79,135) 2
(80,134) (80,135) 447
(81,134) (81,135) 328
(82,134) (82,135) 386
(83,134) (83,135) 586
(84,134) (84,135) 869
(85,134) (85,135) 985
(86,134) (86,135) 670
(87,134) (87,135) 93
(88,134) (88,135) 804
(89,134) (89,135) 959
(90,134) (90,135) 422
(91,134) (91,135) 523
(92,134) (92,135) 914
(93,134) (93,135) 788
(94,134) (94,135) 346
(95,134) (95,135) 694
(96,134) (96,135) 552
(97,134) (97,135) 145
(98,134) (98,135) 547
(99,134) (99,135) 990
(100,134) (100,135) 278
(101,134) (101,135) 59
(102,134) (102,135) 851
(103,134) (103,135) 842
(104,134) (104,135) 587
(105,134) (105,135) 227
(106,134) (106,135) 287
(107,134) (107,135) 821
(108,134) (108,135) 813
(109,134) (109,135) 139
(110,134) (110,135) 742
(111,134) (111,135) 3
(112,134) (112,135) 887
(113,134) (113,135) 568
(114,134) (114,135) 995
(115,134) (115,135) 631
(116,134) (116,135) 361
(117,134) (117,135) 728
(118,134) (118,135) 838
(119,134) (119,135) 35
(120,134) (120,135) 920
(121,134) (121,135) 689
(122,134) (122,135) 850
(123,134) (123,135) 250
(124,134) (124,135) 174
(125,134) (125,135) 236
(126,134) (126,135) 103
(127,134) (127,135) 765
(128,134) (128,135) 604
(129,134) (129,135) 436
(130,134) (130,135) 903
(131,134) (131,135) 104
(132,134) (132,135) 780
(133,134) (133,135) 431
(134,134) (134,135) 990
(135,134) (135,135) 560
(136,134) (136,135) 396
(137,134) (137,135) 712
(138,134) (138,135) 146
(139,134) (139,135) 972
(140,134) (140,135) 620
(141,134) (141,135) 982
(142,134) (142,135) 250
(143,134) (143,135) 13
(144,134) (144,135) 49
(145,134) (145,135) 916
(146,134) (146,135) 563
(147,134) (147,135) 52
(148,134) (148,135) 714
(149,134) (149,135) 310
(150,134) (150,135) 486
(151,134) (151,135) 142
(152,134) (152,135) 623
(153,134) (153,135) 981
(154,134) (154,135) 589
(155,134) (155,135) 390
(156,134) (156,135) 977
(157,134) (157,135) 575
(158,134) (158,135) 348
(159,134) (159,135) 423
(160,134) (160,135) 28
(161,134) (161,135) 366
(162,134) (162,135) 28
(163,134) (163,135) 908
(164,134) (164,135) 186
(165,134) (165,135) 851
(166,134) (166,135) 562
(167,134) (167,135) 391
(168,134) (168,135) 137
(169,134) (169,135) 879
(170,134) (170,135) 519
(171,134) (171,135) 282
(172,134) (172,135) 404
(173,134) (173,135) 230
(174,134) (174,135) 441
(175,134) (175,135) 501
(176,134) (176,135) 896
(177,134) (177,135) 952
(178,134) (178,135) 446
(179,134) (179,135) 180
(180,134) (180,135) 420
(181,134) (181,135) 565
(182,134) (182,135) 1000
(183,134) (183,135) 180
(184,134) (184,135) 956
(185,134) (185,135) 324
(186,134) (186,135) 308
(187,134) (187,135) 299
(188,134) (188,135) 111
(189,134) (189,135) 593
(190,134) (190,135) 221
(191,134) (191,135) 721
(192,134) (192,135) 987
(193,134) (193,135) 249
(194,134) (194,135) 829
(195,134) (195,135) 654
(196,134) (196,135) 771
(197,134) (197,135) 51
(198,134) (198,135) 364
(199,134) (199,135) 465
(200,134) (200,135) 95
(201,134) (201,135) 644
(202,134) (202,135) 193
(203,134) (203,135) 155
(204,134) (204,135) 713
(205,134) (205,135) 759
(206,134) (206,135) 93
(207,134) (207,135) 414
(208,134) (208,135) 336
(209,134) (209,135) 855
(210,134) (210,135) 983
(211,134) (211,135) 13
(212,134) (212,135) 45
(213,134) (213,135) 939
(214,134) (214,135) 994
(215,134) (215,135) 865
(216,134) (216,135) 699
(217,134) (217,135) 605
(218,134) (218,135) 722
(219,134) (219,135) 260
(220,134) (220,135) 132
(221,134) (221,135) 310
(222,134) (222,135) 765
(223,134) (223,135) 606
(224,134) (224,135) 606
(225,134) (225,135) 786
(226,134) (226,135) 543
(227,134) (227,135) 74
(228,134) (228,135) 44
(229,134) (229,135) 347
(230,134) (230,135) 902
(231,134) (231,135) 901
(232,134) (232,135) 280
(233,134) (233,135) 13
(234,134) (234,135) 964
(235,134) (235,135) 306
(236,134) (236,135) 327
(237,134) (237,135) 69
(238,134) (238,135) 499
(239,134) (239,135) 92
(240,134) (240,135) 965
(241,134) (241,135) 142
(242,134) (242,135) 939
(243,134) (243,135) 497
(244,134) (244,135) 711
(245,134) (245,135) 762
(246,134) (246,135) 990
(247,134) (247,135) 864
(248,134) (248,135) 352
(249,134) (249,135) 354
(250,134) (250,135) 636
(1,135) (1,136) 775
(2,135) (2,136) 683
(3,135) (3,136) 146
(4,135) (4,136) 994
(5,135) (5,136) 635
(6,135) (6,136) 399
(7,135) (7,136) 948
(8,135) (8,136) 398
(9,135) (9,136) 452
(10,135) (10,136) 944
(11,135) (11,136) 743
(12,135) (12,136) 190
(13,135) (13,136) 68
(14,135) (14,136) 258
(15,135) (15,136) 356
(16,135) (16,136) 358
(17,135) (17,136) 549
(18,135) (18,136) 905
(19,135) (19,136) 980
(20,135) (20,136) 535
(21,135) (21,136) 468
(22,135) (22,136) 660
(23,135) (23,136) 281
(24,135) (24,136) 565
(25,135) (25,136) 686
(26,135) (26,136) 176
(27,135) (27,136) 352
(28,135) (28,136) 553
(29,135) (29,136) 253
(30,135) (30,136) 720
(31,135) (31,136) 816
(32,135) (32,136) 501
(33,135) (33,136) 934
(34,135) (34,136) 505
(35,135) (35,136) 778
(36,135) (36,136) 127
(37,135) (37,136) 347
(38,135) (38,136) 780
(39,135) (39,136) 252
(40,135) (40,136) 732
(41,135) (41,136) 432
(42,135) (42,136) 5
(43,135) (43,136) 484
(44,135) (44,136) 830
(45,135) (45,136) 924
(46,135) (46,136) 185
(47,135) (47,136) 597
(48,135) (48,136) 944
(49,135) (49,136) 334
(50,135) (50,136) 108
(51,135) (51,136) 985
(52,135) (52,136) 710
(53,135) (53,136) 785
(54,135) (54,136) 616
(55,135) (55,136) 196
(56,135) (56,136) 329
(57,135) (57,136) 406
(58,135) (58,136) 769
(59,135) (59,136) 112
(60,135) (60,136) 960
(61,135) (61,136) 829
(62,135) (62,136) 454
(63,135) (63,136) 826
(64,135) (64,136) 842
(65,135) (65,136) 415
(66,135) (66,136) 362
(67,135) (67,136) 913
(68,135) (68,136) 552
(69,135) (69,136) 906
(70,135) (70,136) 144
(71,135) (71,136) 366
(72,135) (72,136) 128
(73,135) (73,136) 354
(74,135) (74,136) 69
(75,135) (75,136) 508
(76,135) (76,136) 972
(77,135) (77,136) 641
(78,135) (78,136) 719
(79,135) (79,136) 13
(80,135) (80,136) 328
(81,135) (81,136) 827
(82,135) (82,136) 140
(83,135) (83,136) 727
(84,135) (84,136) 602
(85,135) (85,136) 960
(86,135) (86,136) 885
(87,135) (87,136) 130
(88,135) (88,136) 101
(89,135) (89,136) 318
(90,135) (90,136) 521
(91,135) (91,136) 622
(92,135) (92,136) 125
(93,135) (93,136) 43
(94,135) (94,136) 494
(95,135) (95,136) 741
(96,135) (96,136) 15
(97,135) (97,136) 852
(98,135) (98,136) 306
(99,135) (99,136) 698
(100,135) (100,136) 609
(101,135) (101,136) 165
(102,135) (102,136) 200
(103,135) (103,136) 973
(104,135) (104,136) 284
(105,135) (105,136) 326
(106,135) (106,136) 677
(107,135) (107,136) 45
(108,135) (108,136) 370
(109,135) (109,136) 773
(110,135) (110,136) 746
(111,135) (111,136) 680
(112,135) (112,136) 490
(113,135) (113,136) 566
(114,135) (114,136) 893
(115,135) (115,136) 970
(116,135) (116,136) 505
(117,135) (117,136) 108
(118,135) (118,136) 64
(119,135) (119,136) 215
(120,135) (120,136) 922
(121,135) (121,136) 970
(122,135) (122,136) 443
(123,135) (123,136) 199
(124,135) (124,136) 22
(125,135) (125,136) 387
(126,135) (126,136) 764
(127,135) (127,136) 701
(128,135) (128,136) 591
(129,135) (129,136) 538
(130,135) (130,136) 917
(131,135) (131,136) 755
(132,135) (132,136) 22
(133,135) (133,136) 583
(134,135) (134,136) 174
(135,135) (135,136) 622
(136,135) (136,136) 556
(137,135) (137,136) 527
(138,135) (138,136) 121
(139,135) (139,136) 122
(140,135) (140,136) 558
(141,135) (141,136) 439
(142,135) (142,136) 909
(143,135) (143,136) 426
(144,135) (144,136) 201
(145,135) (145,136) 420
(146,135) (146,136) 442
(147,135) (147,136) 270
(148,135) (148,136) 285
(149,135) (149,136) 713
(150,135) (150,136) 68
(151,135) (151,136) 401
(152,135) (152,136) 431
(153,135) (153,136) 182
(154,135) (154,136) 810
(155,135) (155,136) 269
(156,135) (156,136) 238
(157,135) (157,136) 994
(158,135) (158,136) 173
(159,135) (159,136) 182
(160,135) (160,136) 854
(161,135) (161,136) 797
(162,135) (162,136) 990
(163,135) (163,136) 192
(164,135) (164,136) 875
(165,135) (165,136) 629
(166,135) (166,136) 320
(167,135) (167,136) 717
(168,135) (168,136) 301
(169,135) (169,136) 491
(170,135) (170,136) 293
(171,135) (171,136) 679
(172,135) (172,136) 66
(173,135) (173,136) 376
(174,135) (174,136) 421
(175,135) (175,136) 614
(176,135) (176,136) 578
(177,135) (177,136) 129
(178,135) (178,136) 680
(179,135) (179,136) 375
(180,135) (180,136) 396
(181,135) (181,136) 316
(182,135) (182,136) 413
(183,135) (183,136) 378
(184,135) (184,136) 565
(185,135) (185,136) 6
(186,135) (186,136) 851
(187,135) (187,136) 166
(188,135) (188,136) 784
(189,135) (189,136) 91
(190,135) (190,136) 868
(191,135) (191,136) 123
(192,135) (192,136) 977
(193,135) (193,136) 385
(194,135) (194,136) 90
(195,135) (195,136) 131
(196,135) (196,136) 348
(197,135) (197,136) 682
(198,135) (198,136) 73
(199,135) (199,136) 661
(200,135) (200,136) 411
(201,135) (201,136) 372
(202,135) (202,136) 317
(203,135) (203,136) 544
(204,135) (204,136) 756
(205,135) (205,136) 22
(206,135) (206,136) 980
(207,135) (207,136) 657
(208,135) (208,136) 224
(209,135) (209,136) 377
(210,135) (210,136) 779
(211,135) (211,136) 865
(212,135) (212,136) 32
(213,135) (213,136) 785
(214,135) (214,136) 935
(215,135) (215,136) 630
(216,135) (216,136) 163
(217,135) (217,136) 790
(218,135) (218,136) 666
(219,135) (219,136) 253
(220,135) (220,136) 106
(221,135) (221,136) 731
(222,135) (222,136) 38
(223,135) (223,136) 864
(224,135) (224,136) 180
(225,135) (225,136) 866
(226,135) (226,136) 85
(227,135) (227,136) 449
(228,135) (228,136) 53
(229,135) (229,136) 66
(230,135) (230,136) 846
(231,135) (231,136) 683
(232,135) (232,136) 233
(233,135) (233,136) 551
(234,135) (234,136) 732
(235,135) (235,136) 713
(236,135) (236,136) 71
(237,135) (237,136) 173
(238,135) (238,136) 208
(239,135) (239,136) 895
(240,135) (240,136) 216
(241,135) (241,136) 568
(242,135) (242,136) 535
(243,135) (243,136) 393
(244,135) (244,136) 863
(245,135) (245,136) 514
(246,135) (246,136) 423
(247,135) (247,136) 259
(248,135) (248,136) 658
(249,135) (249,136) 986
(250,135) (250,136) 427
(1,136) (1,137) 765
(2,136) (2,137) 575
(3,136) (3,137) 909
(4,136) (4,137) 373
(5,136) (5,137) 843
(6,136) (6,137) 290
(7,136) (7,137) 364
(8,136) (8,137) 475
(9,136) (9,137) 799
(10,136) (10,137) 962
(11,136) (11,137) 882
(12,136) (12,137) 194
(13,136) (13,137) 811
(14,136) (14,137) 348
(15,136) (15,137) 56
(16,136) (16,137) 239
(17,136) (17,137) 607
(18,136) (18,137) 878
(19,136) (19,137) 951
(20,136) (20,137) 301
(21,136) (21,137) 499
(22,136) (22,137) 102
(23,136) (23,137) 74
(24,136) (24,137) 560
(25,136) (25,137) 50
(26,136) (26,137) 259
(27,136) (27,137) 509
(28,136) (28,137) 576
(29,136) (29,137) 147
(30,136) (30,137) 321
(31,136) (31,137) 949
(32,136) (32,137) 641
(33,136) (33,137) 469
(34,136) (34,137) 186
(35,136) (35,137) 14
(36,136) (36,137) 135
(37,136) (37,137) 502
(38,136) (38,137) 104
(39,136) (39,137) 347
(40,136) (40,137) 239
(41,136) (41,137) 192
(42,136) (42,137) 511
(43,136) (43,137) 726
(44,136) (44,137) 729
(45,136) (45,137) 936
(46,136) (46,137) 415
(47,136) (47,137) 892
(48,136) (48,137) 514
(49,136) (49,137) 701
(50,136) (50,137) 183
(51,136) (51,137) 611
(52,136) (52,137) 845
(53,136) (53,137) 562
(54,136) (54,137) 613
(55,136) (55,137) 186
(56,136) (56,137) 57
(57,136) (57,137) 631
(58,136) (58,137) 914
(59,136) (59,137) 38
(60,136) (60,137) 526
(61,136) (61,137) 498
(62,136) (62,137) 426
(63,136) (63,137) 781
(64,136) (64,137) 105
(65,136) (65,137) 246
(66,136) (66,137) 449
(67,136) (67,137) 17
(68,136) (68,137) 711
(69,136) (69,137) 965
(70,136) (70,137) 849
(71,136) (71,137) 323
(72,136) (72,137) 774
(73,136) (73,137) 392
(74,136) (74,137) 720
(75,136) (75,137) 560
(76,136) (76,137) 463
(77,136) (77,137) 383
(78,136) (78,137) 598
(79,136) (79,137) 261
(80,136) (80,137) 936
(81,136) (81,137) 951
(82,136) (82,137) 533
(83,136) (83,137) 98
(84,136) (84,137) 158
(85,136) (85,137) 95
(86,136) (86,137) 745
(87,136) (87,137) 246
(88,136) (88,137) 263
(89,136) (89,137) 198
(90,136) (90,137) 550
(91,136) (91,137) 872
(92,136) (92,137) 502
(93,136) (93,137) 14
(94,136) (94,137) 481
(95,136) (95,137) 28
(96,136) (96,137) 919
(97,136) (97,137) 749
(98,136) (98,137) 471
(99,136) (99,137) 346
(100,136) (100,137) 298
(101,136) (101,137) 518
(102,136) (102,137) 281
(103,136) (103,137) 271
(104,136) (104,137) 756
(105,136) (105,137) 403
(106,136) (106,137) 601
(107,136) (107,137) 958
(108,136) (108,137) 729
(109,136) (109,137) 100
(110,136) (110,137) 879
(111,136) (111,137) 271
(112,136) (112,137) 111
(113,136) (113,137) 705
(114,136) (114,137) 412
(115,136) (115,137) 162
(116,136) (116,137) 427
(117,136) (117,137) 919
(118,136) (118,137) 87
(119,136) (119,137) 65
(120,136) (120,137) 6
(121,136) (121,137) 363
(122,136) (122,137) 909
(123,136) (123,137) 47
(124,136) (124,137) 530
(125,136) (125,137) 489
(126,136) (126,137) 395
(127,136) (127,137) 152
(128,136) (128,137) 135
(129,136) (129,137) 983
(130,136) (130,137) 240
(131,136) (131,137) 798
(132,136) (132,137) 907
(133,136) (133,137) 307
(134,136) (134,137) 54
(135,136) (135,137) 157
(136,136) (136,137) 741
(137,136) (137,137) 357
(138,136) (138,137) 695
(139,136) (139,137) 364
(140,136) (140,137) 50
(141,136) (141,137) 114
(142,136) (142,137) 235
(143,136) (143,137) 776
(144,136) (144,137) 689
(145,136) (145,137) 239
(146,136) (146,137) 751
(147,136) (147,137) 407
(148,136) (148,137) 81
(149,136) (149,137) 54
(150,136) (150,137) 162
(151,136) (151,137) 582
(152,136) (152,137) 282
(153,136) (153,137) 816
(154,136) (154,137) 994
(155,136) (155,137) 671
(156,136) (156,137) 160
(157,136) (157,137) 999
(158,136) (158,137) 116
(159,136) (159,137) 723
(160,136) (160,137) 580
(161,136) (161,137) 591
(162,136) (162,137) 103
(163,136) (163,137) 368
(164,136) (164,137) 606
(165,136) (165,137) 688
(166,136) (166,137) 361
(167,136) (167,137) 7
(168,136) (168,137) 637
(169,136) (169,137) 962
(170,136) (170,137) 964
(171,136) (171,137) 909
(172,136) (172,137) 478
(173,136) (173,137) 262
(174,136) (174,137) 17
(175,136) (175,137) 227
(176,136) (176,137) 355
(177,136) (177,137) 77
(178,136) (178,137) 484
(179,136) (179,137) 588
(180,136) (180,137) 370
(181,136) (181,137) 112
(182,136) (182,137) 599
(183,136) (183,137) 170
(184,136) (184,137) 303
(185,136) (185,137) 218
(186,136) (186,137) 889
(187,136) (187,137) 734
(188,136) (188,137) 700
(189,136) (189,137) 270
(190,136) (190,137) 199
(191,136) (191,137) 90
(192,136) (192,137) 148
(193,136) (193,137) 136
(194,136) (194,137) 386
(195,136) (195,137) 53
(196,136) (196,137) 495
(197,136) (197,137) 259
(198,136) (198,137) 49
(199,136) (199,137) 18
(200,136) (200,137) 671
(201,136) (201,137) 647
(202,136) (202,137) 45
(203,136) (203,137) 421
(204,136) (204,137) 290
(205,136) (205,137) 588
(206,136) (206,137) 642
(207,136) (207,137) 892
(208,136) (208,137) 576
(209,136) (209,137) 807
(210,136) (210,137) 790
(211,136) (211,137) 973
(212,136) (212,137) 716
(213,136) (213,137) 192
(214,136) (214,137) 738
(215,136) (215,137) 465
(216,136) (216,137) 264
(217,136) (217,137) 102
(218,136) (218,137) 669
(219,136) (219,137) 69
(220,136) (220,137) 176
(221,136) (221,137) 808
(222,136) (222,137) 32
(223,136) (223,137) 497
(224,136) (224,137) 777
(225,136) (225,137) 385
(226,136) (226,137) 260
(227,136) (227,137) 696
(228,136) (228,137) 579
(229,136) (229,137) 230
(230,136) (230,137) 160
(231,136) (231,137) 42
(232,136) (232,137) 528
(233,136) (233,137) 559
(234,136) (234,137) 94
(235,136) (235,137) 817
(236,136) (236,137) 329
(237,136) (237,137) 847
(238,136) (238,137) 269
(239,136) (239,137) 566
(240,136) (240,137) 870
(241,136) (241,137) 866
(242,136) (242,137) 345
(243,136) (243,137) 535
(244,136) (244,137) 562
(245,136) (245,137) 611
(246,136) (246,137) 358
(247,136) (247,137) 848
(248,136) (248,137) 178
(249,136) (249,137) 375
(250,136) (250,137) 516
(1,137) (1,138) 738
(2,137) (2,138) 986
(3,137) (3,138) 41
(4,137) (4,138) 580
(5,137) (5,138) 300
(6,137) (6,138) 88
(7,137) (7,138) 515
(8,137) (8,138) 161
(9,137) (9,138) 693
(10,137) (10,138) 468
(11,137) (11,138) 325
(12,137) (12,138) 186
(13,137) (13,138) 396
(14,137) (14,138) 868
(15,137) (15,138) 725
(16,137) (16,138) 988
(17,137) (17,138) 388
(18,137) (18,138) 879
(19,137) (19,138) 500
(20,137) (20,138) 956
(21,137) (21,138) 111
(22,137) (22,138) 367
(23,137) (23,138) 169
(24,137) (24,138) 545
(25,137) (25,138) 445
(26,137) (26,138) 569
(27,137) (27,138) 708
(28,137) (28,138) 184
(29,137) (29,138) 153
(30,137) (30,138) 777
(31,137) (31,138) 121
(32,137) (32,138) 697
(33,137) (33,138) 336
(34,137) (34,138) 38
(35,137) (35,138) 166
(36,137) (36,138) 303
(37,137) (37,138) 527
(38,137) (38,138) 468
(39,137) (39,138) 859
(40,137) (40,138) 589
(41,137) (41,138) 81
(42,137) (42,138) 761
(43,137) (43,138) 78
(44,137) (44,138) 876
(45,137) (45,138) 50
(46,137) (46,138) 239
(47,137) (47,138) 495
(48,137) (48,138) 825
(49,137) (49,138) 234
(50,137) (50,138) 184
(51,137) (51,138) 399
(52,137) (52,138) 851
(53,137) (53,138) 129
(54,137) (54,138) 416
(55,137) (55,138) 712
(56,137) (56,138) 674
(57,137) (57,138) 571
(58,137) (58,138) 444
(59,137) (59,138) 968
(60,137) (60,138) 115
(61,137) (61,138) 569
(62,137) (62,138) 592
(63,137) (63,138) 424
(64,137) (64,138) 48
