s (1,1) 47
(74,193) (74,194) 41
(75,193) (75,194) 61
(76,193) (76,194) 23
(77,193) (77,194) 9
(78,193) (78,194) 37
(79,193) (79,194) 44
(80,193) (80,194) 98
(81,193) (81,194) 40
(82,193) (82,194) 96
(83,193) (83,194) 19
(84,193) (84,194) 94
(85,193) (85,194) 27
(86,193) (86,194) 17
(87,193) (87,194) 82
(88,193) (88,194) 84
(89,193) (89,194) 42
(90,193) (90,194) 52
(91,193) (91,194) 33
(92,193) (92,194) 63
(93,193) (93,194) 57
(94,193) (94,194) 75
(95,193) (95,194) 80
(96,193) (96,194) 27
(97,193) (97,194) 35
(98,193) (98,194) 32
(99,193) (99,194) 2
(100,193) (100,194) 45
(101,193) (101,194) 67
(102,193) (102,194) 86
(103,193) (103,194) 52
(104,193) (104,194) 94
(105,193) (105,194) 44
(106,193) (106,194) 52
(107,193) (107,194) 3
(108,193) (108,194) 33
(109,193) (109,194) 48
(110,193) (110,194) 71
(111,193) (111,194) 45
(112,193) (112,194) 31
(113,193) (113,194) 98
(114,193) (114,194) 55
(115,193) (115,194) 6
(116,193) (116,194) 58
(117,193) (117,194) 36
(118,193) (118,194) 62
(119,193) (119,194) 40
(120,193) (120,194) 78
(121,193) (121,194) 92
(122,193) (122,194) 85
(123,193) (123,194) 100
(124,193) (124,194) 33
(125,193) (125,194) 71
(126,193) (126,194) 92
(127,193) (127,194) 84
(128,193) (128,194) 69
(129,193) (129,194) 89
(130,193) (130,194) 76
(131,193) (131,194) 8
(132,193) (132,194) 3
(133,193) (133,194) 44
(134,193) (134,194) 15
(135,193) (135,194) 70
(136,193) (136,194) 7
(137,193) (137,194) 6
(138,193) (138,194) 100
(139,193) (139,194) 75
(140,193) (140,194) 7
(141,193) (141,194) 42
(142,193) (142,194) 6
(143,193) (143,194) 100
(144,193) (144,194) 90
(145,193) (145,194) 39
(146,193) (146,194) 88
(147,193) (147,194) 94
(148,193) (148,194) 11
(149,193) (149,194) 86
(150,193) (150,194) 20
(151,193) (151,194) 13
(152,193) (152,194) 67
(153,193) (153,194) 3
(154,193) (154,194) 53
(155,193) (155,194) 97
(156,193) (156,194) 100
(157,193) (157,194) 42
(158,193) (158,194) 18
(159,193) (159,194) 67
(160,193) (160,194) 39
(161,193) (161,194) 47
(162,193) (162,194) 96
(163,193) (163,194) 56
(164,193) (164,194) 4
(165,193) (165,194) 42
(166,193) (166,194) 23
(167,193) (167,194) 48
(168,193) (168,194) 81
(169,193) (169,194) 19
(170,193) (170,194) 26
(171,193) (171,194) 32
(172,193) (172,194) 45
(173,193) (173,194) 99
(174,193) (174,194) 5
(175,193) (175,194) 1
(176,193) (176,194) 68
(177,193) (177,194) 96
(178,193) (178,194) 41
(179,193) (179,194) 5
(180,193) (180,194) 73
(181,193) (181,194) 70
(182,193) (182,194) 11
(183,193) (183,194) 81
(184,193) (184,194) 3
(185,193) (185,194) 54
(186,193) (186,194) 85
(187,193) (187,194) 90
(188,193) (188,194) 9
(189,193) (189,194) 77
(190,193) (190,194) 6
(191,193) (191,194) 27
(192,193) (192,194) 25
(193,193) (193,194) 14
(194,193) (194,194) 37
(195,193) (195,194) 75
(196,193) (196,194) 60
(197,193) (197,194) 86
(198,193) (198,194) 46
(199,193) (199,194) 30
(200,193) (200,194) 88
(201,193) (201,194) 85
(202,193) (202,194) 97
(203,193) (203,194) 58
(204,193) (204,194) 90
(205,193) (205,194) 2
(206,193) (206,194) 35
(207,193) (207,194) 12
(208,193) (208,194) 31
(209,193) (209,194) 43
(210,193) (210,194) 59
(211,193) (211,194) 94
(212,193) (212,194) 24
(213,193) (213,194) 87
(214,193) (214,194) 62
(215,193) (215,194) 60
(216,193) (216,194) 58
(217,193) (217,194) 29
(218,193) (218,194) 36
(219,193) (219,194) 67
(220,193) (220,194) 84
(221,193) (221,194) 1
(222,193) (222,194) 16
(223,193) (223,194) 6
(224,193) (224,194) 59
(225,193) (225,194) 43
(226,193) (226,194) 54
(227,193) (227,194) 83
(228,193) (228,194) 42
(229,193) (229,194) 72
(230,193) (230,194) 51
(231,193) (231,194) 70
(232,193) (232,194) 60
(233,193) (233,194) 89
(234,193) (234,194) 49
(235,193) (235,194) 49
(236,193) (236,194) 4
(237,193) (237,194) 72
(238,193) (238,194) 30
(239,193) (239,194) 92
(240,193) (240,194) 41
(241,193) (241,194) 58
(242,193) (242,194) 16
(243,193) (243,194) 14
(244,193) (244,194) 43
(245,193) (245,194) 95
(246,193) (246,194) 35
(247,193) (247,194) 97
(248,193) (248,194) 37
(249,193) (249,194) 15
(250,193) (250,194) 55
(1,194) (1,195) 38
(2,194) (2,195) 88
(3,194) (3,195) 86
(4,194) (4,195) 28
(5,194) (5,195) 44
(6,194) (6,195) 5
(7,194) (7,195) 100
(8,194) (8,195) 43
(9,194) (9,195) 51
(10,194) (10,195) 27
(11,194) (11,195) 71
(12,194) (12,195) 16
(13,194) (13,195) 22
(14,194) (14,195) 70
(15,194) (15,195) 48
(16,194) (16,195) 43
(17,194) (17,195) 38
(18,194) (18,195) 72
(19,194) (19,195) 32
(20,194) (20,195) 88
(21,194) (21,195) 66
(22,194) (22,195) 33
(23,194) (23,195) 99
(24,194) (24,195) 67
(25,194) (25,195) 87
(26,194) (26,195) 66
(27,194) (27,195) 66
(28,194) (28,195) 32
(29,194) (29,195) 74
(30,194) (30,195) 6
(31,194) (31,195) 74
(32,194) (32,195) 85
(33,194) (33,195) 93
(34,194) (34,195) 94
(35,194) (35,195) 22
(36,194) (36,195) 34
(37,194) (37,195) 15
(38,194) (38,195) 7
(39,194) (39,195) 11
(40,194) (40,195) 41
(41,194) (41,195) 35
(42,194) (42,195) 79
(43,194) (43,195) 36
(44,194) (44,195) 7
(45,194) (45,195) 39
(46,194) (46,195) 68
(47,194) (47,195) 100
(48,194) (48,195) 6
(49,194) (49,195) 28
(50,194) (50,195) 85
(51,194) (51,195) 6
(52,194) (52,195) 87
(53,194) (53,195) 42
(54,194) (54,195) 7
(55,194) (55,195) 68
(56,194) (56,195) 45
(57,194) (57,195) 99
(58,194) (58,195) 95
(59,194) (59,195) 53
(60,194) (60,195) 95
(61,194) (61,195) 61
(62,194) (62,195) 19
(63,194) (63,195) 53
(64,194) (64,195) 50
(65,194) (65,195) 19
(66,194) (66,195) 78
(67,194) (67,195) 24
(68,194) (68,195) 53
(69,194) (69,195) 37
(70,194) (70,195) 30
(71,194) (71,195) 78
(72,194) (72,195) 8
(73,194) (73,195) 64
(74,194) (74,195) 93
(75,194) (75,195) 30
(76,194) (76,195) 38
(77,194) (77,195) 65
(78,194) (78,195) 48
(79,194) (79,195) 42
(80,194) (80,195) 87
(81,194) (81,195) 55
(82,194) (82,195) 5
(83,194) (83,195) 71
(84,194) (84,195) 5
(85,194) (85,195) 24
(86,194) (86,195) 15
(87,194) (87,195) 63
(88,194) (88,195) 29
(89,194) (89,195) 57
(90,194) (90,195) 20
(91,194) (91,195) 83
(92,194) (92,195) 42
(93,194) (93,195) 34
(94,194) (94,195) 59
(95,194) (95,195) 92
(96,194) (96,195) 7
(97,194) (97,195) 17
(98,194) (98,195) 15
(99,194) (99,195) 62
(100,194) (100,195) 67
(101,194) (101,195) 43
(102,194) (102,195) 81
(103,194) (103,195) 7
(104,194) (104,195) 67
(105,194) (105,195) 49
(106,194) (106,195) 14
(107,194) (107,195) 2
(108,194) (108,195) 23
(109,194) (109,195) 60
(110,194) (110,195) 17
(111,194) (111,195) 91
(112,194) (112,195) 69
(113,194) (113,195) 28
(114,194) (114,195) 5
(115,194) (115,195) 27
(116,194) (116,195) 91
(117,194) (117,195) 96
(118,194) (118,195) 93
(119,194) (119,195) 42
(120,194) (120,195) 23
(121,194) (121,195) 38
(122,194) (122,195) 14
(123,194) (123,195) 77
(124,194) (124,195) 26
(125,194) (125,195) 99
(126,194) (126,195) 58
(127,194) (127,195) 55
(128,194) (128,195) 43
(129,194) (129,195) 97
(130,194) (130,195) 26
(131,194) (131,195) 64
(132,194) (132,195) 23
(133,194) (133,195) 25
(134,194) (134,195) 72
(135,194) (135,195) 84
(136,194) (136,195) 82
(137,194) (137,195) 18
(138,194) (138,195) 94
(139,194) (139,195) 87
(140,194) (140,195) 15
(141,194) (141,195) 31
(142,194) (142,195) 35
(143,194) (143,195) 93
(144,194) (144,195) 76
(145,194) (145,195) 78
(146,194) (146,195) 100
(147,194) (147,195) 97
(148,194) (148,195) 69
(149,194) (149,195) 25
(150,194) (150,195) 78
(151,194) (151,195) 11
(152,194) (152,195) 40
(153,194) (153,195) 69
(154,194) (154,195) 28
(155,194) (155,195) 39
(156,194) (156,195) 83
(157,194) (157,195) 54
(158,194) (158,195) 44
(159,194) (159,195) 82
(160,194) (160,195) 23
(161,194) (161,195) 25
(162,194) (162,195) 43
(163,194) (163,195) 23
(164,194) (164,195) 44
(165,194) (165,195) 23
(166,194) (166,195) 7
(167,194) (167,195) 11
(168,194) (168,195) 57
(169,194) (169,195) 51
(170,194) (170,195) 96
(171,194) (171,195) 6
(172,194) (172,195) 42
(173,194) (173,195) 8
(174,194) (174,195) 14
(175,194) (175,195) 30
(176,194) (176,195) 97
(177,194) (177,195) 33
(178,194) (178,195) 3
(179,194) (179,195) 78
(180,194) (180,195) 95
(181,194) (181,195) 96
(182,194) (182,195) 1
(183,194) (183,195) 32
(184,194) (184,195) 100
(185,194) (185,195) 22
(186,194) (186,195) 59
(187,194) (187,195) 12
(188,194) (188,195) 73
(189,194) (189,195) 40
(190,194) (190,195) 25
(191,194) (191,195) 25
(192,194) (192,195) 30
(193,194) (193,195) 17
(194,194) (194,195) 54
(195,194) (195,195) 3
(196,194) (196,195) 47
(197,194) (197,195) 36
(198,194) (198,195) 6
(199,194) (199,195) 63
(200,194) (200,195) 89
(201,194) (201,195) 89
(202,194) (202,195) 13
(203,194) (203,195) 42
(204,194) (204,195) 8
(205,194) (205,195) 45
(206,194) (206,195) 47
(207,194) (207,195) 40
(208,194) (208,195) 99
(209,194) (209,195) 33
(210,194) (210,195) 10
(211,194) (211,195) 74
(212,194) (212,195) 1
(213,194) (213,195) 21
(214,194) (214,195) 81
(215,194) (215,195) 12
(216,194) (216,195) 33
(217,194) (217,195) 5
(218,194) (218,195) 67
(219,194) (219,195) 80
(220,194) (220,195) 48
(221,194) (221,195) 17
(222,194) (222,195) 38
(223,194) (223,195) 8
(224,194) (224,195) 72
(225,194) (225,195) 7
(226,194) (226,195) 2
(227,194) (227,195) 91
(228,194) (228,195) 69
(229,194) (229,195) 2
(230,194) (230,195) 17
(231,194) (231,195) 23
(232,194) (232,195) 78
(233,194) (233,195) 59
(234,194) (234,195) 64
(235,194) (235,195) 56
(236,194) (236,195) 13
(237,194) (237,195) 43
(238,194) (238,195) 24
(239,194) (239,195) 61
(240,194) (240,195) 59
(241,194) (241,195) 83
(242,194) (242,195) 68
(243,194) (243,195) 83
(244,194) (244,195) 46
(245,194) (245,195) 15
(246,194) (246,195) 68
(247,194) (247,195) 30
(248,194) (248,195) 1
(249,194) (249,195) 15
(250,194) (250,195) 59
(1,195) (1,196) 68
(2,195) (2,196) 32
(3,195) (3,196) 73
(4,195) (4,196) 25
(5,195) (5,196) 59
(6,195) (6,196) 30
(7,195) (7,196) 77
(8,195) (8,196) 59
(9,195) (9,196) 39
(10,195) (10,196) 40
(11,195) (11,196) 79
(12,195) (12,196) 9
(13,195) (13,196) 21
(14,195) (14,196) 15
(15,195) (15,196) 9
(16,195) (16,196) 10
(17,195) (17,196) 83
(18,195) (18,196) 89
(19,195) (19,196) 93
(20,195) (20,196) 51
(21,195) (21,196) 35
(22,195) (22,196) 88
(23,195) (23,196) 62
(24,195) (24,196) 22
(25,195) (25,196) 20
(26,195) (26,196) 52
(27,195) (27,196) 60
(28,195) (28,196) 37
(29,195) (29,196) 80
(30,195) (30,196) 76
(31,195) (31,196) 71
(32,195) (32,196) 92
(33,195) (33,196) 36
(34,195) (34,196) 5
(35,195) (35,196) 59
(36,195) (36,196) 8
(37,195) (37,196) 82
(38,195) (38,196) 79
(39,195) (39,196) 82
(40,195) (40,196) 27
(41,195) (41,196) 13
(42,195) (42,196) 33
(43,195) (43,196) 43
(44,195) (44,196) 41
(45,195) (45,196) 80
(46,195) (46,196) 96
(47,195) (47,196) 72
(48,195) (48,196) 7
(49,195) (49,196) 32
(50,195) (50,196) 83
(51,195) (51,196) 77
(52,195) (52,196) 99
(53,195) (53,196) 16
(54,195) (54,196) 66
(55,195) (55,196) 26
(56,195) (56,196) 48
(57,195) (57,196) 75
(58,195) (58,196) 30
(59,195) (59,196) 38
(60,195) (60,196) 5
(61,195) (61,196) 45
(62,195) (62,196) 69
(63,195) (63,196) 93
(64,195) (64,196) 86
(65,195) (65,196) 27
(66,195) (66,196) 71
(67,195) (67,196) 69
(68,195) (68,196) 6
(69,195) (69,196) 81
(70,195) (70,196) 76
(71,195) (71,196) 98
(72,195) (72,196) 80
(73,195) (73,196) 82
(74,195) (74,196) 8
(75,195) (75,196) 52
(76,195) (76,196) 32
(77,195) (77,196) 15
(78,195) (78,196) 58
(79,195) (79,196) 75
(80,195) (80,196) 7
(81,195) (81,196) 90
(82,195) (82,196) 29
(83,195) (83,196) 53
(84,195) (84,196) 88
(85,195) (85,196) 63
(86,195) (86,196) 30
(87,195) (87,196) 60
(88,195) (88,196) 57
(89,195) (89,196) 32
(90,195) (90,196) 67
(91,195) (91,196) 90
(92,195) (92,196) 78
(93,195) (93,196) 68
(94,195) (94,196) 44
(95,195) (95,196) 85
(96,195) (96,196) 76
(97,195) (97,196) 10
(98,195) (98,196) 49
(99,195) (99,196) 85
(100,195) (100,196) 19
(101,195) (101,196) 52
(102,195) (102,196) 24
(103,195) (103,196) 70
(104,195) (104,196) 62
(105,195) (105,196) 56
(106,195) (106,196) 5
(107,195) (107,196) 68
(108,195) (108,196) 48
(109,195) (109,196) 48
(110,195) (110,196) 76
(111,195) (111,196) 34
(112,195) (112,196) 21
(113,195) (113,196) 54
(114,195) (114,196) 54
(115,195) (115,196) 98
(116,195) (116,196) 30
(117,195) (117,196) 23
(118,195) (118,196) 16
(119,195) (119,196) 78
(120,195) (120,196) 94
(121,195) (121,196) 16
(122,195) (122,196) 44
(123,195) (123,196) 40
(124,195) (124,196) 18
(125,195) (125,196) 27
(126,195) (126,196) 14
(127,195) (127,196) 64
(128,195) (128,196) 71
(129,195) (129,196) 76
(130,195) (130,196) 1
(131,195) (131,196) 64
(132,195) (132,196) 3
(133,195) (133,196) 96
(134,195) (134,196) 27
(135,195) (135,196) 29
(136,195) (136,196) 18
(137,195) (137,196) 11
(138,195) (138,196) 16
(139,195) (139,196) 48
(140,195) (140,196) 81
(141,195) (141,196) 30
(142,195) (142,196) 6
(143,195) (143,196) 57
(144,195) (144,196) 70
(145,195) (145,196) 60
(146,195) (146,196) 29
(147,195) (147,196) 27
(148,195) (148,196) 89
(149,195) (149,196) 10
(150,195) (150,196) 98
(151,195) (151,196) 62
(152,195) (152,196) 94
(153,195) (153,196) 83
(154,195) (154,196) 6
(155,195) (155,196) 19
(156,195) (156,196) 67
(157,195) (157,196) 41
(158,195) (158,196) 14
(159,195) (159,196) 13
(160,195) (160,196) 79
(161,195) (161,196) 26
(162,195) (162,196) 57
(163,195) (163,196) 57
(164,195) (164,196) 99
(165,195) (165,196) 63
(166,195) (166,196) 98
(167,195) (167,196) 11
(168,195) (168,196) 68
(169,195) (169,196) 38
(170,195) (170,196) 48
(171,195) (171,196) 84
(172,195) (172,196) 61
(173,195) (173,196) 61
(174,195) (174,196) 25
(175,195) (175,196) 57
(176,195) (176,196) 89
(177,195) (177,196) 23
(178,195) (178,196) 55
(179,195) (179,196) 22
(180,195) (180,196) 50
(181,195) (181,196) 55
(182,195) (182,196) 46
(183,195) (183,196) 60
(184,195) (184,196) 55
(185,195) (185,196) 56
(186,195) (186,196) 67
(187,195) (187,196) 89
(188,195) (188,196) 71
(189,195) (189,196) 34
(190,195) (190,196) 81
(191,195) (191,196) 100
(192,195) (192,196) 27
(193,195) (193,196) 19
(194,195) (194,196) 62
(195,195) (195,196) 54
(196,195) (196,196) 77
(197,195) (197,196) 86
(198,195) (198,196) 41
(199,195) (199,196) 85
(200,195) (200,196) 32
(201,195) (201,196) 42
(202,195) (202,196) 51
(203,195) (203,196) 28
(204,195) (204,196) 1
(205,195) (205,196) 33
(206,195) (206,196) 64
(207,195) (207,196) 45
(208,195) (208,196) 32
(209,195) (209,196) 51
(210,195) (210,196) 32
(211,195) (211,196) 93
(212,195) (212,196) 63
(213,195) (213,196) 14
(214,195) (214,196) 76
(215,195) (215,196) 15
(216,195) (216,196) 43
(217,195) (217,196) 59
(218,195) (218,196) 80
(219,195) (219,196) 100
(220,195) (220,196) 89
(221,195) (221,196) 42
(222,195) (222,196) 94
(223,195) (223,196) 98
(224,195) (224,196) 16
(225,195) (225,196) 52
(226,195) (226,196) 100
(227,195) (227,196) 9
(228,195) (228,196) 63
(229,195) (229,196) 65
(230,195) (230,196) 94
(231,195) (231,196) 50
(232,195) (232,196) 85
(233,195) (233,196) 43
(234,195) (234,196) 44
(235,195) (235,196) 4
(236,195) (236,196) 78
(237,195) (237,196) 70
(238,195) (238,196) 52
(239,195) (239,196) 65
(240,195) (240,196) 24
(241,195) (241,196) 5
(242,195) (242,196) 33
(243,195) (243,196) 45
(244,195) (244,196) 94
(245,195) (245,196) 6
(246,195) (246,196) 59
(247,195) (247,196) 18
(248,195) (248,196) 34
(249,195) (249,196) 33
(250,195) (250,196) 73
(1,196) (1,197) 32
(2,196) (2,197) 58
(3,196) (3,197) 13
(4,196) (4,197) 25
(5,196) (5,197) 14
(6,196) (6,197) 18
(7,196) (7,197) 8
(8,196) (8,197) 32
(9,196) (9,197) 7
(10,196) (10,197) 36
(11,196) (11,197) 53
(12,196) (12,197) 3
(13,196) (13,197) 78
(14,196) (14,197) 80
(15,196) (15,197) 79
(16,196) (16,197) 10
(17,196) (17,197) 7
(18,196) (18,197) 43
(19,196) (19,197) 32
(20,196) (20,197) 44
(21,196) (21,197) 78
(22,196) (22,197) 12
(23,196) (23,197) 81
(24,196) (24,197) 84
(25,196) (25,197) 18
(26,196) (26,197) 50
(27,196) (27,197) 1
(28,196) (28,197) 75
(29,196) (29,197) 72
(30,196) (30,197) 86
(31,196) (31,197) 94
(32,196) (32,197) 6
(33,196) (33,197) 55
(34,196) (34,197) 92
(35,196) (35,197) 51
(36,196) (36,197) 95
(37,196) (37,197) 4
(38,196) (38,197) 4
(39,196) (39,197) 80
(40,196) (40,197) 79
(41,196) (41,197) 51
(42,196) (42,197) 60
(43,196) (43,197) 52
(44,196) (44,197) 84
(45,196) (45,197) 33
(46,196) (46,197) 77
(47,196) (47,197) 73
(48,196) (48,197) 90
(49,196) (49,197) 94
(50,196) (50,197) 64
(51,196) (51,197) 23
(52,196) (52,197) 48
(53,196) (53,197) 78
(54,196) (54,197) 18
(55,196) (55,197) 46
(56,196) (56,197) 34
(57,196) (57,197) 56
(58,196) (58,197) 99
(59,196) (59,197) 70
(60,196) (60,197) 45
(61,196) (61,197) 86
(62,196) (62,197) 72
(63,196) (63,197) 97
(64,196) (64,197) 2
(65,196) (65,197) 4
(66,196) (66,197) 56
(67,196) (67,197) 56
(68,196) (68,197) 51
(69,196) (69,197) 21
(70,196) (70,197) 11
(71,196) (71,197) 20
(72,196) (72,197) 72
(73,196) (73,197) 87
(74,196) (74,197) 91
(75,196) (75,197) 43
(76,196) (76,197) 36
(77,196) (77,197) 80
(78,196) (78,197) 47
(79,196) (79,197) 99
(80,196) (80,197) 89
(81,196) (81,197) 53
(82,196) (82,197) 69
(83,196) (83,197) 7
(84,196) (84,197) 69
(85,196) (85,197) 3
(86,196) (86,197) 43
(87,196) (87,197) 41
(88,196) (88,197) 58
(89,196) (89,197) 30
(90,196) (90,197) 86
(91,196) (91,197) 65
(92,196) (92,197) 84
(93,196) (93,197) 50
(94,196) (94,197) 35
(95,196) (95,197) 79
(96,196) (96,197) 3
(97,196) (97,197) 94
(98,196) (98,197) 95
(99,196) (99,197) 68
(100,196) (100,197) 94
(101,196) (101,197) 75
(102,196) (102,197) 47
(103,196) (103,197) 59
(104,196) (104,197) 70
(105,196) (105,197) 5
(106,196) (106,197) 17
(107,196) (107,197) 95
(108,196) (108,197) 39
(109,196) (109,197) 70
(110,196) (110,197) 59
(111,196) (111,197) 49
(112,196) (112,197) 85
(113,196) (113,197) 75
(114,196) (114,197) 42
(115,196) (115,197) 88
(116,196) (116,197) 19
(117,196) (117,197) 37
(118,196) (118,197) 10
(119,196) (119,197) 89
(120,196) (120,197) 86
(121,196) (121,197) 81
(122,196) (122,197) 29
(123,196) (123,197) 98
(124,196) (124,197) 88
(125,196) (125,197) 99
(126,196) (126,197) 73
(127,196) (127,197) 47
(128,196) (128,197) 68
(129,196) (129,197) 10
(130,196) (130,197) 40
(131,196) (131,197) 47
(132,196) (132,197) 71
(133,196) (133,197) 48
(134,196) (134,197) 79
(135,196) (135,197) 5
(136,196) (136,197) 69
(137,196) (137,197) 30
(138,196) (138,197) 59
(139,196) (139,197) 46
(140,196) (140,197) 46
(141,196) (141,197) 31
(142,196) (142,197) 56
(143,196) (143,197) 20
(144,196) (144,197) 47
(145,196) (145,197) 46
(146,196) (146,197) 91
(147,196) (147,197) 90
(148,196) (148,197) 100
(149,196) (149,197) 46
(150,196) (150,197) 24
(151,196) (151,197) 19
(152,196) (152,197) 53
(153,196) (153,197) 5
(154,196) (154,197) 70
(155,196) (155,197) 37
(156,196) (156,197) 54
(157,196) (157,197) 1
(158,196) (158,197) 99
(159,196) (159,197) 14
(160,196) (160,197) 80
(161,196) (161,197) 12
(162,196) (162,197) 55
(163,196) (163,197) 97
(164,196) (164,197) 74
(165,196) (165,197) 60
(166,196) (166,197) 16
(167,196) (167,197) 7
(168,196) (168,197) 29
(169,196) (169,197) 38
(170,196) (170,197) 67
(171,196) (171,197) 58
(172,196) (172,197) 72
(173,196) (173,197) 55
(174,196) (174,197) 76
(175,196) (175,197) 84
(176,196) (176,197) 63
(177,196) (177,197) 44
(178,196) (178,197) 9
(179,196) (179,197) 53
(180,196) (180,197) 78
(181,196) (181,197) 20
(182,196) (182,197) 13
(183,196) (183,197) 50
(184,196) (184,197) 46
(185,196) (185,197) 66
(186,196) (186,197) 43
(187,196) (187,197) 82
(188,196) (188,197) 18
(189,196) (189,197) 13
(190,196) (190,197) 53
(191,196) (191,197) 23
(192,196) (192,197) 97
(193,196) (193,197) 67
(194,196) (194,197) 68
(195,196) (195,197) 46
(196,196) (196,197) 56
(197,196) (197,197) 21
(198,196) (198,197) 70
(199,196) (199,197) 53
(200,196) (200,197) 65
(201,196) (201,197) 49
(202,196) (202,197) 43
(203,196) (203,197) 9
(204,196) (204,197) 58
(205,196) (205,197) 23
(206,196) (206,197) 16
(207,196) (207,197) 80
(208,196) (208,197) 73
(209,196) (209,197) 54
(210,196) (210,197) 11
(211,196) (211,197) 73
(212,196) (212,197) 5
(213,196) (213,197) 39
(214,196) (214,197) 76
(215,196) (215,197) 39
(216,196) (216,197) 39
(217,196) (217,197) 71
(218,196) (218,197) 62
(219,196) (219,197) 73
(220,196) (220,197) 34
(221,196) (221,197) 98
(222,196) (222,197) 62
(223,196) (223,197) 59
(224,196) (224,197) 69
(225,196) (225,197) 25
(226,196) (226,197) 11
(227,196) (227,197) 10
(228,196) (228,197) 60
(229,196) (229,197) 33
(230,196) (230,197) 4
(231,196) (231,197) 26
(232,196) (232,197) 2
(233,196) (233,197) 18
(234,196) (234,197) 22
(235,196) (235,197) 53
(236,196) (236,197) 99
(237,196) (237,197) 2
(238,196) (238,197) 99
(239,196) (239,197) 56
(240,196) (240,197) 48
(241,196) (241,197) 48
(242,196) (242,197) 9
(243,196) (243,197) 78
(244,196) (244,197) 76
(245,196) (245,197) 85
(246,196) (246,197) 46
(247,196) (247,197) 25
(248,196) (248,197) 54
(249,196) (249,197) 82
(250,196) (250,197) 14
(1,197) (1,198) 2
(2,197) (2,198) 25
(3,197) (3,198) 92
(4,197) (4,198) 59
(5,197) (5,198) 65
(6,197) (6,198) 1
(7,197) (7,198) 32
(8,197) (8,198) 53
(9,197) (9,198) 65
(10,197) (10,198) 83
(11,197) (11,198) 39
(12,197) (12,198) 31
(13,197) (13,198) 58
(14,197) (14,198) 5
(15,197) (15,198) 86
(16,197) (16,198) 56
(17,197) (17,198) 60
(18,197) (18,198) 39
(19,197) (19,198) 40
(20,197) (20,198) 67
(21,197) (21,198) 13
(22,197) (22,198) 14
(23,197) (23,198) 65
(24,197) (24,198) 23
(25,197) (25,198) 68
(26,197) (26,198) 59
(27,197) (27,198) 8
(28,197) (28,198) 67
(29,197) (29,198) 65
(30,197) (30,198) 81
(31,197) (31,198) 17
(32,197) (32,198) 75
(33,197) (33,198) 53
(34,197) (34,198) 16
(35,197) (35,198) 64
(36,197) (36,198) 67
(37,197) (37,198) 90
(38,197) (38,198) 61
(39,197) (39,198) 61
(40,197) (40,198) 72
(41,197) (41,198) 48
(42,197) (42,198) 88
(43,197) (43,198) 12
(44,197) (44,198) 30
(45,197) (45,198) 78
(46,197) (46,198) 76
(47,197) (47,198) 81
(48,197) (48,198) 62
(49,197) (49,198) 80
(50,197) (50,198) 91
(51,197) (51,198) 90
(52,197) (52,198) 81
(53,197) (53,198) 7
(54,197) (54,198) 70
(55,197) (55,198) 26
(56,197) (56,198) 69
(57,197) (57,198) 64
(58,197) (58,198) 3
(59,197) (59,198) 59
(60,197) (60,198) 54
(61,197) (61,198) 90
(62,197) (62,198) 66
(63,197) (63,198) 53
(64,197) (64,198) 2
(65,197) (65,198) 86
(66,197) (66,198) 45
(67,197) (67,198) 68
(68,197) (68,198) 79
(69,197) (69,198) 33
(70,197) (70,198) 65
(71,197) (71,198) 35
(72,197) (72,198) 38
(73,197) (73,198) 69
(74,197) (74,198) 51
(75,197) (75,198) 86
(76,197) (76,198) 14
(77,197) (77,198) 10
(78,197) (78,198) 52
(79,197) (79,198) 87
(80,197) (80,198) 86
(81,197) (81,198) 92
(82,197) (82,198) 6
(83,197) (83,198) 11
(84,197) (84,198) 52
(85,197) (85,198) 57
(86,197) (86,198) 83
(87,197) (87,198) 40
(88,197) (88,198) 83
(89,197) (89,198) 24
(90,197) (90,198) 99
(91,197) (91,198) 38
(92,197) (92,198) 36
(93,197) (93,198) 61
(94,197) (94,198) 6
(95,197) (95,198) 17
(96,197) (96,198) 97
(97,197) (97,198) 9
(98,197) (98,198) 55
(99,197) (99,198) 46
(100,197) (100,198) 39
(101,197) (101,198) 35
(102,197) (102,198) 85
(103,197) (103,198) 52
(104,197) (104,198) 74
(105,197) (105,198) 65
(106,197) (106,198) 73
(107,197) (107,198) 43
(108,197) (108,198) 75
(109,197) (109,198) 29
(110,197) (110,198) 49
(111,197) (111,198) 56
(112,197) (112,198) 34
(113,197) (113,198) 63
(114,197) (114,198) 72
(115,197) (115,198) 23
(116,197) (116,198) 34
(117,197) (117,198) 48
(118,197) (118,198) 83
(119,197) (119,198) 24
(120,197) (120,198) 94
(121,197) (121,198) 89
(122,197) (122,198) 40
(123,197) (123,198) 62
(124,197) (124,198) 57
(125,197) (125,198) 14
(126,197) (126,198) 21
(127,197) (127,198) 79
(128,197) (128,198) 6
(129,197) (129,198) 82
(130,197) (130,198) 59
(131,197) (131,198) 42
(132,197) (132,198) 91
(133,197) (133,198) 100
(134,197) (134,198) 77
(135,197) (135,198) 2
(136,197) (136,198) 32
(137,197) (137,198) 37
(138,197) (138,198) 57
(139,197) (139,198) 95
(140,197) (140,198) 73
(141,197) (141,198) 92
(142,197) (142,198) 11
(143,197) (143,198) 87
(144,197) (144,198) 76
(145,197) (145,198) 11
(146,197) (146,198) 78
(147,197) (147,198) 75
(148,197) (148,198) 84
(149,197) (149,198) 11
