s (1,1) 13
(197,187) (197,188) 65
(198,187) (198,188) 6
(199,187) (199,188) 59
(200,187) (200,188) 95
(201,187) (201,188) 36
(202,187) (202,188) 17
(203,187) (203,188) 12
(204,187) (204,188) 79
(205,187) (205,188) 36
(206,187) (206,188) 47
(207,187) (207,188) 6
(208,187) (208,188) 84
(209,187) (209,188) 1
(210,187) (210,188) 5
(211,187) (211,188) 97
(212,187) (212,188) 15
(213,187) (213,188) 8
(214,187) (214,188) 30
(215,187) (215,188) 89
(216,187) (216,188) 23
(217,187) (217,188) 10
(218,187) (218,188) 62
(219,187) (219,188) 18
(220,187) (220,188) 58
(221,187) (221,188) 29
(222,187) (222,188) 2
(223,187) (223,188) 70
(224,187) (224,188) 15
(225,187) (225,188) 57
(226,187) (226,188) 38
(227,187) (227,188) 44
(228,187) (228,188) 71
(229,187) (229,188) 13
(230,187) (230,188) 16
(231,187) (231,188) 75
(232,187) (232,188) 87
(233,187) (233,188) 26
(234,187) (234,188) 70
(235,187) (235,188) 7
(236,187) (236,188) 10
(237,187) (237,188) 73
(238,187) (238,188) 49
(239,187) (239,188) 5
(240,187) (240,188) 64
(241,187) (241,188) 88
(242,187) (242,188) 21
(243,187) (243,188) 96
(244,187) (244,188) 79
(245,187) (245,188) 9
(246,187) (246,188) 76
(247,187) (247,188) 24
(248,187) (248,188) 85
(249,187) (249,188) 31
(250,187) (250,188) 25
(1,188) (1,189) 9
(2,188) (2,189) 7
(3,188) (3,189) 15
(4,188) (4,189) 51
(5,188) (5,189) 93
(6,188) (6,189) 9
(7,188) (7,189) 88
(8,188) (8,189) 3
(9,188) (9,189) 8
(10,188) (10,189) 71
(11,188) (11,189) 93
(12,188) (12,189) 71
(13,188) (13,189) 79
(14,188) (14,189) 60
(15,188) (15,189) 74
(16,188) (16,189) 95
(17,188) (17,189) 75
(18,188) (18,189) 74
(19,188) (19,189) 29
(20,188) (20,189) 2
(21,188) (21,189) 1
(22,188) (22,189) 75
(23,188) (23,189) 35
(24,188) (24,189) 46
(25,188) (25,189) 34
(26,188) (26,189) 36
(27,188) (27,189) 96
(28,188) (28,189) 69
(29,188) (29,189) 27
(30,188) (30,189) 7
(31,188) (31,189) 77
(32,188) (32,189) 50
(33,188) (33,189) 47
(34,188) (34,189) 86
(35,188) (35,189) 24
(36,188) (36,189) 16
(37,188) (37,189) 27
(38,188) (38,189) 95
(39,188) (39,189) 53
(40,188) (40,189) 18
(41,188) (41,189) 44
(42,188) (42,189) 58
(43,188) (43,189) 83
(44,188) (44,189) 95
(45,188) (45,189) 64
(46,188) (46,189) 36
(47,188) (47,189) 59
(48,188) (48,189) 1
(49,188) (49,189) 48
(50,188) (50,189) 2
(51,188) (51,189) 26
(52,188) (52,189) 9
(53,188) (53,189) 62
(54,188) (54,189) 42
(55,188) (55,189) 67
(56,188) (56,189) 73
(57,188) (57,189) 14
(58,188) (58,189) 70
(59,188) (59,189) 91
(60,188) (60,189) 14
(61,188) (61,189) 71
(62,188) (62,189) 5
(63,188) (63,189) 65
(64,188) (64,189) 77
(65,188) (65,189) 84
(66,188) (66,189) 8
(67,188) (67,189) 18
(68,188) (68,189) 58
(69,188) (69,189) 21
(70,188) (70,189) 58
(71,188) (71,189) 42
(72,188) (72,189) 89
(73,188) (73,189) 52
(74,188) (74,189) 17
(75,188) (75,189) 37
(76,188) (76,189) 69
(77,188) (77,189) 49
(78,188) (78,189) 62
(79,188) (79,189) 36
(80,188) (80,189) 98
(81,188) (81,189) 78
(82,188) (82,189) 27
(83,188) (83,189) 92
(84,188) (84,189) 63
(85,188) (85,189) 69
(86,188) (86,189) 75
(87,188) (87,189) 64
(88,188) (88,189) 53
(89,188) (89,189) 8
(90,188) (90,189) 50
(91,188) (91,189) 24
(92,188) (92,189) 59
(93,188) (93,189) 18
(94,188) (94,189) 83
(95,188) (95,189) 55
(96,188) (96,189) 22
(97,188) (97,189) 47
(98,188) (98,189) 17
(99,188) (99,189) 43
(100,188) (100,189) 37
(101,188) (101,189) 67
(102,188) (102,189) 2
(103,188) (103,189) 93
(104,188) (104,189) 27
(105,188) (105,189) 81
(106,188) (106,189) 31
(107,188) (107,189) 62
(108,188) (108,189) 49
(109,188) (109,189) 27
(110,188) (110,189) 97
(111,188) (111,189) 16
(112,188) (112,189) 48
(113,188) (113,189) 65
(114,188) (114,189) 80
(115,188) (115,189) 29
(116,188) (116,189) 67
(117,188) (117,189) 30
(118,188) (118,189) 67
(119,188) (119,189) 42
(120,188) (120,189) 50
(121,188) (121,189) 20
(122,188) (122,189) 91
(123,188) (123,189) 35
(124,188) (124,189) 51
(125,188) (125,189) 40
(126,188) (126,189) 77
(127,188) (127,189) 99
(128,188) (128,189) 10
(129,188) (129,189) 90
(130,188) (130,189) 55
(131,188) (131,189) 14
(132,188) (132,189) 92
(133,188) (133,189) 43
(134,188) (134,189) 43
(135,188) (135,189) 78
(136,188) (136,189) 100
(137,188) (137,189) 5
(138,188) (138,189) 77
(139,188) (139,189) 10
(140,188) (140,189) 67
(141,188) (141,189) 97
(142,188) (142,189) 34
(143,188) (143,189) 92
(144,188) (144,189) 90
(145,188) (145,189) 53
(146,188) (146,189) 78
(147,188) (147,189) 19
(148,188) (148,189) 34
(149,188) (149,189) 48
(150,188) (150,189) 98
(151,188) (151,189) 41
(152,188) (152,189) 56
(153,188) (153,189) 73
(154,188) (154,189) 82
(155,188) (155,189) 86
(156,188) (156,189) 15
(157,188) (157,189) 68
(158,188) (158,189) 63
(159,188) (159,189) 100
(160,188) (160,189) 15
(161,188) (161,189) 88
(162,188) (162,189) 45
(163,188) (163,189) 100
(164,188) (164,189) 24
(165,188) (165,189) 64
(166,188) (166,189) 53
(167,188) (167,189) 51
(168,188) (168,189) 36
(169,188) (169,189) 85
(170,188) (170,189) 78
(171,188) (171,189) 78
(172,188) (172,189) 26
(173,188) (173,189) 28
(174,188) (174,189) 82
(175,188) (175,189) 84
(176,188) (176,189) 44
(177,188) (177,189) 70
(178,188) (178,189) 7
(179,188) (179,189) 5
(180,188) (180,189) 96
(181,188) (181,189) 64
(182,188) (182,189) 16
(183,188) (183,189) 80
(184,188) (184,189) 15
(185,188) (185,189) 21
(186,188) (186,189) 10
(187,188) (187,189) 75
(188,188) (188,189) 63
(189,188) (189,189) 15
(190,188) (190,189) 41
(191,188) (191,189) 59
(192,188) (192,189) 87
(193,188) (193,189) 81
(194,188) (194,189) 20
(195,188) (195,189) 15
(196,188) (196,189) 97
(197,188) (197,189) 64
(198,188) (198,189) 56
(199,188) (199,189) 38
(200,188) (200,189) 27
(201,188) (201,189) 10
(202,188) (202,189) 66
(203,188) (203,189) 65
(204,188) (204,189) 55
(205,188) (205,189) 48
(206,188) (206,189) 15
(207,188) (207,189) 99
(208,188) (208,189) 78
(209,188) (209,189) 96
(210,188) (210,189) 2
(211,188) (211,189) 31
(212,188) (212,189) 12
(213,188) (213,189) 77
(214,188) (214,189) 60
(215,188) (215,189) 52
(216,188) (216,189) 31
(217,188) (217,189) 55
(218,188) (218,189) 88
(219,188) (219,189) 37
(220,188) (220,189) 90
(221,188) (221,189) 52
(222,188) (222,189) 26
(223,188) (223,189) 36
(224,188) (224,189) 37
(225,188) (225,189) 73
(226,188) (226,189) 30
(227,188) (227,189) 65
(228,188) (228,189) 90
(229,188) (229,189) 79
(230,188) (230,189) 16
(231,188) (231,189) 96
(232,188) (232,189) 78
(233,188) (233,189) 98
(234,188) (234,189) 22
(235,188) (235,189) 47
(236,188) (236,189) 34
(237,188) (237,189) 60
(238,188) (238,189) 62
(239,188) (239,189) 99
(240,188) (240,189) 5
(241,188) (241,189) 19
(242,188) (242,189) 88
(243,188) (243,189) 6
(244,188) (244,189) 76
(245,188) (245,189) 76
(246,188) (246,189) 68
(247,188) (247,189) 57
(248,188) (248,189) 61
(249,188) (249,189) 35
(250,188) (250,189) 43
(1,189) (1,190) 100
(2,189) (2,190) 89
(3,189) (3,190) 68
(4,189) (4,190) 28
(5,189) (5,190) 99
(6,189) (6,190) 49
(7,189) (7,190) 97
(8,189) (8,190) 43
(9,189) (9,190) 38
(10,189) (10,190) 32
(11,189) (11,190) 54
(12,189) (12,190) 40
(13,189) (13,190) 73
(14,189) (14,190) 23
(15,189) (15,190) 59
(16,189) (16,190) 29
(17,189) (17,190) 5
(18,189) (18,190) 18
(19,189) (19,190) 96
(20,189) (20,190) 79
(21,189) (21,190) 78
(22,189) (22,190) 27
(23,189) (23,190) 63
(24,189) (24,190) 48
(25,189) (25,190) 77
(26,189) (26,190) 65
(27,189) (27,190) 28
(28,189) (28,190) 87
(29,189) (29,190) 75
(30,189) (30,190) 56
(31,189) (31,190) 89
(32,189) (32,190) 3
(33,189) (33,190) 85
(34,189) (34,190) 15
(35,189) (35,190) 22
(36,189) (36,190) 25
(37,189) (37,190) 32
(38,189) (38,190) 15
(39,189) (39,190) 71
(40,189) (40,190) 65
(41,189) (41,190) 52
(42,189) (42,190) 14
(43,189) (43,190) 57
(44,189) (44,190) 30
(45,189) (45,190) 77
(46,189) (46,190) 32
(47,189) (47,190) 35
(48,189) (48,190) 35
(49,189) (49,190) 61
(50,189) (50,190) 80
(51,189) (51,190) 1
(52,189) (52,190) 94
(53,189) (53,190) 65
(54,189) (54,190) 58
(55,189) (55,190) 16
(56,189) (56,190) 55
(57,189) (57,190) 80
(58,189) (58,190) 2
(59,189) (59,190) 74
(60,189) (60,190) 48
(61,189) (61,190) 58
(62,189) (62,190) 88
(63,189) (63,190) 69
(64,189) (64,190) 89
(65,189) (65,190) 95
(66,189) (66,190) 9
(67,189) (67,190) 51
(68,189) (68,190) 87
(69,189) (69,190) 82
(70,189) (70,190) 39
(71,189) (71,190) 92
(72,189) (72,190) 75
(73,189) (73,190) 25
(74,189) (74,190) 14
(75,189) (75,190) 27
(76,189) (76,190) 68
(77,189) (77,190) 43
(78,189) (78,190) 76
(79,189) (79,190) 16
(80,189) (80,190) 97
(81,189) (81,190) 29
(82,189) (82,190) 95
(83,189) (83,190) 35
(84,189) (84,190) 42
(85,189) (85,190) 80
(86,189) (86,190) 77
(87,189) (87,190) 74
(88,189) (88,190) 51
(89,189) (89,190) 36
(90,189) (90,190) 9
(91,189) (91,190) 49
(92,189) (92,190) 8
(93,189) (93,190) 73
(94,189) (94,190) 69
(95,189) (95,190) 71
(96,189) (96,190) 16
(97,189) (97,190) 18
(98,189) (98,190) 23
(99,189) (99,190) 54
(100,189) (100,190) 92
(101,189) (101,190) 74
(102,189) (102,190) 62
(103,189) (103,190) 44
(104,189) (104,190) 50
(105,189) (105,190) 52
(106,189) (106,190) 25
(107,189) (107,190) 4
(108,189) (108,190) 75
(109,189) (109,190) 80
(110,189) (110,190) 91
(111,189) (111,190) 52
(112,189) (112,190) 75
(113,189) (113,190) 25
(114,189) (114,190) 80
(115,189) (115,190) 65
(116,189) (116,190) 89
(117,189) (117,190) 98
(118,189) (118,190) 68
(119,189) (119,190) 78
(120,189) (120,190) 11
(121,189) (121,190) 32
(122,189) (122,190) 10
(123,189) (123,190) 50
(124,189) (124,190) 100
(125,189) (125,190) 89
(126,189) (126,190) 11
(127,189) (127,190) 75
(128,189) (128,190) 36
(129,189) (129,190) 66
(130,189) (130,190) 97
(131,189) (131,190) 24
(132,189) (132,190) 37
(133,189) (133,190) 8
(134,189) (134,190) 6
(135,189) (135,190) 27
(136,189) (136,190) 84
(137,189) (137,190) 50
(138,189) (138,190) 46
(139,189) (139,190) 10
(140,189) (140,190) 8
(141,189) (141,190) 36
(142,189) (142,190) 98
(143,189) (143,190) 49
(144,189) (144,190) 55
(145,189) (145,190) 75
(146,189) (146,190) 67
(147,189) (147,190) 95
(148,189) (148,190) 22
(149,189) (149,190) 40
(150,189) (150,190) 39
(151,189) (151,190) 30
(152,189) (152,190) 16
(153,189) (153,190) 56
(154,189) (154,190) 31
(155,189) (155,190) 72
(156,189) (156,190) 98
(157,189) (157,190) 62
(158,189) (158,190) 66
(159,189) (159,190) 53
(160,189) (160,190) 50
(161,189) (161,190) 60
(162,189) (162,190) 10
(163,189) (163,190) 28
(164,189) (164,190) 34
(165,189) (165,190) 16
(166,189) (166,190) 1
(167,189) (167,190) 2
(168,189) (168,190) 81
(169,189) (169,190) 37
(170,189) (170,190) 43
(171,189) (171,190) 78
(172,189) (172,190) 17
(173,189) (173,190) 11
(174,189) (174,190) 27
(175,189) (175,190) 46
(176,189) (176,190) 84
(177,189) (177,190) 9
(178,189) (178,190) 68
(179,189) (179,190) 47
(180,189) (180,190) 28
(181,189) (181,190) 67
(182,189) (182,190) 86
(183,189) (183,190) 51
(184,189) (184,190) 29
(185,189) (185,190) 8
(186,189) (186,190) 58
(187,189) (187,190) 4
(188,189) (188,190) 7
(189,189) (189,190) 4
(190,189) (190,190) 23
(191,189) (191,190) 18
(192,189) (192,190) 18
(193,189) (193,190) 15
(194,189) (194,190) 11
(195,189) (195,190) 71
(196,189) (196,190) 75
(197,189) (197,190) 21
(198,189) (198,190) 62
(199,189) (199,190) 71
(200,189) (200,190) 84
(201,189) (201,190) 75
(202,189) (202,190) 21
(203,189) (203,190) 86
(204,189) (204,190) 87
(205,189) (205,190) 93
(206,189) (206,190) 84
(207,189) (207,190) 62
(208,189) (208,190) 15
(209,189) (209,190) 78
(210,189) (210,190) 98
(211,189) (211,190) 58
(212,189) (212,190) 65
(213,189) (213,190) 28
(214,189) (214,190) 30
(215,189) (215,190) 53
(216,189) (216,190) 95
(217,189) (217,190) 69
(218,189) (218,190) 87
(219,189) (219,190) 34
(220,189) (220,190) 91
(221,189) (221,190) 2
(222,189) (222,190) 80
(223,189) (223,190) 72
(224,189) (224,190) 11
(225,189) (225,190) 32
(226,189) (226,190) 75
(227,189) (227,190) 9
(228,189) (228,190) 64
(229,189) (229,190) 37
(230,189) (230,190) 61
(231,189) (231,190) 55
(232,189) (232,190) 5
(233,189) (233,190) 72
(234,189) (234,190) 92
(235,189) (235,190) 78
(236,189) (236,190) 46
(237,189) (237,190) 73
(238,189) (238,190) 31
(239,189) (239,190) 35
(240,189) (240,190) 94
(241,189) (241,190) 71
(242,189) (242,190) 18
(243,189) (243,190) 31
(244,189) (244,190) 51
(245,189) (245,190) 54
(246,189) (246,190) 90
(247,189) (247,190) 13
(248,189) (248,190) 73
(249,189) (249,190) 81
(250,189) (250,190) 24
(1,190) (1,191) 17
(2,190) (2,191) 94
(3,190) (3,191) 37
(4,190) (4,191) 67
(5,190) (5,191) 40
(6,190) (6,191) 93
(7,190) (7,191) 53
(8,190) (8,191) 63
(9,190) (9,191) 97
(10,190) (10,191) 56
(11,190) (11,191) 78
(12,190) (12,191) 46
(13,190) (13,191) 70
(14,190) (14,191) 61
(15,190) (15,191) 18
(16,190) (16,191) 75
(17,190) (17,191) 49
(18,190) (18,191) 26
(19,190) (19,191) 100
(20,190) (20,191) 18
(21,190) (21,191) 12
(22,190) (22,191) 17
(23,190) (23,191) 99
(24,190) (24,191) 95
(25,190) (25,191) 71
(26,190) (26,191) 91
(27,190) (27,191) 11
(28,190) (28,191) 45
(29,190) (29,191) 17
(30,190) (30,191) 83
(31,190) (31,191) 63
(32,190) (32,191) 39
(33,190) (33,191) 57
(34,190) (34,191) 96
(35,190) (35,191) 33
(36,190) (36,191) 99
(37,190) (37,191) 82
(38,190) (38,191) 32
(39,190) (39,191) 24
(40,190) (40,191) 71
(41,190) (41,191) 39
(42,190) (42,191) 53
(43,190) (43,191) 60
(44,190) (44,191) 66
(45,190) (45,191) 89
(46,190) (46,191) 83
(47,190) (47,191) 47
(48,190) (48,191) 55
(49,190) (49,191) 8
(50,190) (50,191) 55
(51,190) (51,191) 10
(52,190) (52,191) 60
(53,190) (53,191) 88
(54,190) (54,191) 58
(55,190) (55,191) 30
(56,190) (56,191) 86
(57,190) (57,191) 65
(58,190) (58,191) 37
(59,190) (59,191) 81
(60,190) (60,191) 73
(61,190) (61,191) 54
(62,190) (62,191) 30
(63,190) (63,191) 20
(64,190) (64,191) 12
(65,190) (65,191) 39
(66,190) (66,191) 65
(67,190) (67,191) 10
(68,190) (68,191) 76
(69,190) (69,191) 62
(70,190) (70,191) 33
(71,190) (71,191) 28
(72,190) (72,191) 58
(73,190) (73,191) 24
(74,190) (74,191) 70
(75,190) (75,191) 13
(76,190) (76,191) 67
(77,190) (77,191) 18
(78,190) (78,191) 19
(79,190) (79,191) 82
(80,190) (80,191) 31
(81,190) (81,191) 70
(82,190) (82,191) 24
(83,190) (83,191) 90
(84,190) (84,191) 18
(85,190) (85,191) 13
(86,190) (86,191) 20
(87,190) (87,191) 100
(88,190) (88,191) 79
(89,190) (89,191) 22
(90,190) (90,191) 33
(91,190) (91,191) 38
(92,190) (92,191) 77
(93,190) (93,191) 17
(94,190) (94,191) 45
(95,190) (95,191) 78
(96,190) (96,191) 89
(97,190) (97,191) 43
(98,190) (98,191) 84
(99,190) (99,191) 32
(100,190) (100,191) 27
(101,190) (101,191) 97
(102,190) (102,191) 60
(103,190) (103,191) 42
(104,190) (104,191) 58
(105,190) (105,191) 56
(106,190) (106,191) 10
(107,190) (107,191) 31
(108,190) (108,191) 63
(109,190) (109,191) 99
(110,190) (110,191) 66
(111,190) (111,191) 8
(112,190) (112,191) 64
(113,190) (113,191) 56
(114,190) (114,191) 43
(115,190) (115,191) 74
(116,190) (116,191) 94
(117,190) (117,191) 82
(118,190) (118,191) 80
(119,190) (119,191) 58
(120,190) (120,191) 13
(121,190) (121,191) 5
(122,190) (122,191) 87
(123,190) (123,191) 46
(124,190) (124,191) 50
(125,190) (125,191) 60
(126,190) (126,191) 5
(127,190) (127,191) 88
(128,190) (128,191) 76
(129,190) (129,191) 40
(130,190) (130,191) 83
(131,190) (131,191) 38
(132,190) (132,191) 74
(133,190) (133,191) 85
(134,190) (134,191) 75
(135,190) (135,191) 24
(136,190) (136,191) 20
(137,190) (137,191) 66
(138,190) (138,191) 43
(139,190) (139,191) 88
(140,190) (140,191) 37
(141,190) (141,191) 10
(142,190) (142,191) 95
(143,190) (143,191) 15
(144,190) (144,191) 54
(145,190) (145,191) 82
(146,190) (146,191) 38
(147,190) (147,191) 12
(148,190) (148,191) 9
(149,190) (149,191) 83
(150,190) (150,191) 80
(151,190) (151,191) 98
(152,190) (152,191) 13
(153,190) (153,191) 40
(154,190) (154,191) 67
(155,190) (155,191) 27
(156,190) (156,191) 6
(157,190) (157,191) 77
(158,190) (158,191) 73
(159,190) (159,191) 38
(160,190) (160,191) 37
(161,190) (161,191) 82
(162,190) (162,191) 40
(163,190) (163,191) 81
(164,190) (164,191) 19
(165,190) (165,191) 99
(166,190) (166,191) 25
(167,190) (167,191) 100
(168,190) (168,191) 83
(169,190) (169,191) 99
(170,190) (170,191) 3
(171,190) (171,191) 25
(172,190) (172,191) 89
(173,190) (173,191) 81
(174,190) (174,191) 43
(175,190) (175,191) 73
(176,190) (176,191) 96
(177,190) (177,191) 15
(178,190) (178,191) 27
(179,190) (179,191) 89
(180,190) (180,191) 56
(181,190) (181,191) 48
(182,190) (182,191) 8
(183,190) (183,191) 79
(184,190) (184,191) 35
(185,190) (185,191) 55
(186,190) (186,191) 61
(187,190) (187,191) 19
(188,190) (188,191) 23
(189,190) (189,191) 70
(190,190) (190,191) 65
(191,190) (191,191) 41
(192,190) (192,191) 2
(193,190) (193,191) 23
(194,190) (194,191) 40
(195,190) (195,191) 53
(196,190) (196,191) 32
(197,190) (197,191) 96
(198,190) (198,191) 31
(199,190) (199,191) 14
(200,190) (200,191) 13
(201,190) (201,191) 94
(202,190) (202,191) 55
(203,190) (203,191) 85
(204,190) (204,191) 91
(205,190) (205,191) 30
(206,190) (206,191) 73
(207,190) (207,191) 49
(208,190) (208,191) 91
(209,190) (209,191) 7
(210,190) (210,191) 64
(211,190) (211,191) 1
(212,190) (212,191) 86
(213,190) (213,191) 65
(214,190) (214,191) 18
(215,190) (215,191) 74
(216,190) (216,191) 98
(217,190) (217,191) 99
(218,190) (218,191) 24
(219,190) (219,191) 75
(220,190) (220,191) 92
(221,190) (221,191) 89
(222,190) (222,191) 82
(223,190) (223,191) 28
(224,190) (224,191) 45
(225,190) (225,191) 24
(226,190) (226,191) 60
(227,190) (227,191) 2
(228,190) (228,191) 71
(229,190) (229,191) 14
(230,190) (230,191) 39
(231,190) (231,191) 88
(232,190) (232,191) 58
(233,190) (233,191) 7
(234,190) (234,191) 95
(235,190) (235,191) 91
(236,190) (236,191) 19
(237,190) (237,191) 7
(238,190) (238,191) 82
(239,190) (239,191) 80
(240,190) (240,191) 71
(241,190) (241,191) 95
(242,190) (242,191) 66
(243,190) (243,191) 88
(244,190) (244,191) 7
(245,190) (245,191) 18
(246,190) (246,191) 1
(247,190) (247,191) 49
(248,190) (248,191) 59
(249,190) (249,191) 36
(250,190) (250,191) 46
(1,191) (1,192) 51
(2,191) (2,192) 64
(3,191) (3,192) 72
(4,191) (4,192) 23
(5,191) (5,192) 7
(6,191) (6,192) 54
(7,191) (7,192) 100
(8,191) (8,192) 98
(9,191) (9,192) 47
(10,191) (10,192) 3
(11,191) (11,192) 95
(12,191) (12,192) 65
(13,191) (13,192) 32
(14,191) (14,192) 40
(15,191) (15,192) 36
(16,191) (16,192) 51
(17,191) (17,192) 26
(18,191) (18,192) 6
(19,191) (19,192) 30
(20,191) (20,192) 72
(21,191) (21,192) 41
(22,191) (22,192) 92
(23,191) (23,192) 27
(24,191) (24,192) 57
(25,191) (25,192) 77
(26,191) (26,192) 79
(27,191) (27,192) 3
(28,191) (28,192) 26
(29,191) (29,192) 95
(30,191) (30,192) 34
(31,191) (31,192) 81
(32,191) (32,192) 81
(33,191) (33,192) 23
(34,191) (34,192) 37
(35,191) (35,192) 1
(36,191) (36,192) 61
(37,191) (37,192) 54
(38,191) (38,192) 58
(39,191) (39,192) 52
(40,191) (40,192) 87
(41,191) (41,192) 93
(42,191) (42,192) 89
(43,191) (43,192) 37
(44,191) (44,192) 4
(45,191) (45,192) 93
(46,191) (46,192) 17
(47,191) (47,192) 63
(48,191) (48,192) 15
(49,191) (49,192) 27
(50,191) (50,192) 10
(51,191) (51,192) 25
(52,191) (52,192) 94
(53,191) (53,192) 28
(54,191) (54,192) 25
(55,191) (55,192) 22
(56,191) (56,192) 1
(57,191) (57,192) 13
(58,191) (58,192) 78
(59,191) (59,192) 32
(60,191) (60,192) 51
(61,191) (61,192) 68
(62,191) (62,192) 7
(63,191) (63,192) 2
(64,191) (64,192) 19
(65,191) (65,192) 50
(66,191) (66,192) 7
(67,191) (67,192) 55
(68,191) (68,192) 3
(69,191) (69,192) 2
(70,191) (70,192) 37
(71,191) (71,192) 31
(72,191) (72,192) 47
(73,191) (73,192) 20
(74,191) (74,192) 3
(75,191) (75,192) 94
(76,191) (76,192) 80
(77,191) (77,192) 56
(78,191) (78,192) 90
(79,191) (79,192) 24
(80,191) (80,192) 87
(81,191) (81,192) 46
(82,191) (82,192) 21
(83,191) (83,192) 51
(84,191) (84,192) 85
(85,191) (85,192) 37
(86,191) (86,192) 70
(87,191) (87,192) 88
(88,191) (88,192) 46
(89,191) (89,192) 88
(90,191) (90,192) 33
(91,191) (91,192) 93
(92,191) (92,192) 4
(93,191) (93,192) 96
(94,191) (94,192) 37
(95,191) (95,192) 64
(96,191) (96,192) 26
(97,191) (97,192) 78
(98,191) (98,192) 68
(99,191) (99,192) 81
(100,191) (100,192) 21
(101,191) (101,192) 98
(102,191) (102,192) 7
(103,191) (103,192) 38
(104,191) (104,192) 82
(105,191) (105,192) 92
(106,191) (106,192) 91
(107,191) (107,192) 28
(108,191) (108,192) 73
(109,191) (109,192) 91
(110,191) (110,192) 70
(111,191) (111,192) 88
(112,191) (112,192) 7
(113,191) (113,192) 63
(114,191) (114,192) 18
(115,191) (115,192) 15
(116,191) (116,192) 76
(117,191) (117,192) 5
(118,191) (118,192) 33
(119,191) (119,192) 70
(120,191) (120,192) 4
(121,191) (121,192) 66
(122,191) (122,192) 94
(123,191) (123,192) 14
(124,191) (124,192) 64
(125,191) (125,192) 84
(126,191) (126,192) 56
(127,191) (127,192) 39
(128,191) (128,192) 35
(129,191) (129,192) 65
(130,191) (130,192) 98
(131,191) (131,192) 17
(132,191) (132,192) 44
(133,191) (133,192) 34
(134,191) (134,192) 67
(135,191) (135,192) 72
(136,191) (136,192) 60
(137,191) (137,192) 89
(138,191) (138,192) 63
(139,191) (139,192) 13
(140,191) (140,192) 73
(141,191) (141,192) 48
(142,191) (142,192) 62
(143,191) (143,192) 58
(144,191) (144,192) 74
(145,191) (145,192) 33
(146,191) (146,192) 5
(147,191) (147,192) 11
(148,191) (148,192) 100
(149,191) (149,192) 35
(150,191) (150,192) 8
(151,191) (151,192) 32
(152,191) (152,192) 7
(153,191) (153,192) 34
(154,191) (154,192) 39
(155,191) (155,192) 71
(156,191) (156,192) 87
(157,191) (157,192) 35
(158,191) (158,192) 18
(159,191) (159,192) 10
(160,191) (160,192) 2
(161,191) (161,192) 68
(162,191) (162,192) 59
(163,191) (163,192) 26
(164,191) (164,192) 39
(165,191) (165,192) 43
(166,191) (166,192) 46
(167,191) (167,192) 95
(168,191) (168,192) 32
(169,191) (169,192) 90
(170,191) (170,192) 45
(171,191) (171,192) 28
(172,191) (172,192) 1
(173,191) (173,192) 94
(174,191) (174,192) 78
(175,191) (175,192) 83
(176,191) (176,192) 74
(177,191) (177,192) 57
(178,191) (178,192) 26
(179,191) (179,192) 18
(180,191) (180,192) 31
(181,191) (181,192) 99
(182,191) (182,192) 68
(183,191) (183,192) 41
(184,191) (184,192) 34
(185,191) (185,192) 37
(186,191) (186,192) 35
(187,191) (187,192) 60
(188,191) (188,192) 10
(189,191) (189,192) 86
(190,191) (190,192) 17
(191,191) (191,192) 50
(192,191) (192,192) 63
(193,191) (193,192) 86
(194,191) (194,192) 17
(195,191) (195,192) 39
(196,191) (196,192) 3
(197,191) (197,192) 52
(198,191) (198,192) 95
(199,191) (199,192) 95
(200,191) (200,192) 36
(201,191) (201,192) 60
(202,191) (202,192) 44
(203,191) (203,192) 88
(204,191) (204,192) 91
(205,191) (205,192) 10
(206,191) (206,192) 33
(207,191) (207,192) 42
(208,191) (208,192) 89
(209,191) (209,192) 27
(210,191) (210,192) 42
(211,191) (211,192) 72
(212,191) (212,192) 60
(213,191) (213,192) 29
(214,191) (214,192) 84
(215,191) (215,192) 94
(216,191) (216,192) 19
(217,191) (217,192) 43
(218,191) (218,192) 50
(219,191) (219,192) 5
(220,191) (220,192) 20
(221,191) (221,192) 91
(222,191) (222,192) 33
(223,191) (223,192) 74
(224,191) (224,192) 50
(225,191) (225,192) 84
(226,191) (226,192) 95
(227,191) (227,192) 2
(228,191) (228,192) 31
(229,191) (229,192) 57
(230,191) (230,192) 32
(231,191) (231,192) 41
(232,191) (232,192) 2
(233,191) (233,192) 63
(234,191) (234,192) 24
(235,191) (235,192) 19
(236,191) (236,192) 14
(237,191) (237,192) 19
(238,191) (238,192) 84
(239,191) (239,192) 48
(240,191) (240,192) 13
(241,191) (241,192) 99
(242,191) (242,192) 31
(243,191) (243,192) 8
(244,191) (244,192) 88
(245,191) (245,192) 10
(246,191) (246,192) 37
(247,191) (247,192) 62
(248,191) (248,192) 24
(249,191) (249,192) 40
(250,191) (250,192) 77
(1,192) (1,193) 82
(2,192) (2,193) 33
(3,192) (3,193) 28
(4,192) (4,193) 95
(5,192) (5,193) 78
(6,192) (6,193) 7
(7,192) (7,193) 55
(8,192) (8,193) 61
(9,192) (9,193) 30
(10,192) (10,193) 63
(11,192) (11,193) 14
(12,192) (12,193) 22
(13,192) (13,193) 57
(14,192) (14,193) 76
(15,192) (15,193) 27
(16,192) (16,193) 10
(17,192) (17,193) 60
(18,192) (18,193) 63
(19,192) (19,193) 13
(20,192) (20,193) 22
(21,192) (21,193) 13
(22,192) (22,193) 48
